student_id,score,study_hours,status
1291,74.0,14.5869030643903,In Progress
1292,74.0,12.270006161749896,In Progress
1293,72.0,2.013611942789056,In Progress
1294,96.0,9.64052250850056,Passed
1295,80.0,13.8209397411808,Passed
1296,60.0,13.873100663790009,Passed
1297,59.0,8.08932975002529,Failed
1298,52.0,18.89214774650258,Passed
1299,63.0,4.179783612498839,In Progress
1300,65.0,10.506829478095652,In Progress
1301,59.0,14.126795554465634,Passed
1302,78.0,14.245580311944376,Passed
1303,59.0,13.324140178607497,In Progress
1304,61.0,6.230476055585343,Passed
1305,79.0,3.9679248050458176,In Progress
1306,90.0,13.082866209707506,Failed
1307,50.0,12.386740206649318,In Progress
1308,54.0,4.407764195495579,Failed
1309,69.0,14.397643765840703,Passed
1310,57.0,9.648267842939472,Passed
1311,92.0,13.687451240459906,Failed
1312,61.0,16.90997451563286,Passed
1313,74.0,4.22484014296154,Failed
1314,69.0,1.363752491939897,Passed
1315,77.0,15.80294914151995,In Progress
1316,92.0,12.584251077899705,Passed
1317,86.0,14.293151822820311,In Progress
1318,96.0,16.92494452478421,In Progress
1319,86.0,16.25340776166551,Failed
1320,61.0,19.257482791647668,Passed
1321,86.0,11.182766498190244,Failed
1322,98.0,10.281417020538202,Passed
1323,98.0,8.635856797923871,In Progress
1324,93.0,3.9201298140398864,In Progress
1325,77.0,11.879537424758428,Passed
1326,96.0,6.263237962193597,Passed
1327,64.0,10.226638879347412,Failed
1328,55.0,12.080625281264854,Passed
1329,93.0,12.263963429654092,Passed
1330,69.0,7.74356855666319,Passed
1331,99.0,1.9877976875764425,Failed
1332,63.0,1.6031315420867838,Passed
1333,74.0,9.043367738910751,In Progress
1334,58.0,2.606742183847519,Failed
1335,74.0,12.530092155262643,Failed
1336,74.0,17.738487107153492,In Progress
1337,75.0,17.77538151385572,In Progress
1338,78.0,10.226638879347412,In Progress
1339,50.0,10.226638879347412,Passed
1340,84.0,17.396939795818568,In Progress
1341,55.0,10.226638879347412,Passed
1342,86.0,4.736418114106216,Failed
1343,54.0,15.011095629642869,Failed
1344,82.0,6.443871429615336,In Progress
1345,98.0,16.250165934705663,Passed
1346,63.0,19.94752009816845,In Progress
1347,61.0,1.5704941012584634,In Progress
1348,74.0,18.049951450027702,Passed
1349,69.0,12.829980138374504,In Progress
1350,99.0,19.4942697641316,Failed
1351,73.0,9.835180833002124,In Progress
1352,92.0,17.100370680856102,Passed
1353,83.0,2.1854873033672675,Passed
1354,74.0,7.370301951487619,Failed
1355,99.0,2.273314217272989,Passed
1356,78.0,19.53151953610234,Passed
1357,74.0,16.5225042381649,Failed
1358,80.0,17.19840100367344,In Progress
1359,96.0,18.82133939724399,Failed
1360,92.0,2.6169662362759216,In Progress
1361,99.0,8.326354257753334,Failed
1362,72.0,2.3496628918360405,In Progress
1363,93.0,5.005068929450544,Failed
1364,87.0,5.357949763715775,In Progress
1365,69.0,9.913037009903997,Failed
1366,72.0,6.102681181619209,In Progress
1367,94.0,2.9185840295374605,Failed
1368,65.0,4.182330692788046,Passed
1369,99.0,3.798235707489728,In Progress
1370,91.0,19.48845916033367,Failed
1371,57.0,10.226638879347412,In Progress
1372,74.0,19.38746784012168,In Progress
1373,70.0,9.355069243650265,Failed
1374,50.0,6.289001151590475,In Progress
1375,57.0,16.167570746974548,Failed
1376,78.0,7.198824442781789,Passed
1377,81.0,6.688284100401617,In Progress
1378,74.0,5.417613851948793,Passed
1379,54.0,3.463900586260472,In Progress
1380,96.0,5.872798159318553,In Progress
1381,71.0,7.751075221003866,In Progress
1382,96.0,13.805889954768878,Failed
1383,83.0,2.18873200216958,Passed
1384,50.0,4.999631853641516,In Progress
1385,75.0,16.37144916554185,Failed
1386,92.0,3.7915165480916446,In Progress
1387,59.0,7.510257783927909,Failed
1388,79.0,17.42851951530466,In Progress
1389,99.0,3.9435809117254106,Passed
1390,67.0,2.571999876745608,Passed
1391,66.0,10.206221906520206,In Progress
1392,75.0,6.745970714292191,Failed
1393,57.0,10.226638879347412,In Progress
1394,96.0,16.27229291918603,Failed
1395,89.0,3.60582127490212,In Progress
1396,98.0,12.033282606531415,Failed
1397,61.0,10.604666447407414,Passed
1398,76.0,3.737496934250792,In Progress
1399,57.0,12.855971225050666,Passed
1400,74.0,6.199167939354661,Passed
1401,95.0,10.268852052336236,In Progress
1402,53.0,2.563174161264176,In Progress
1403,82.0,9.732097087058838,Failed
1404,50.0,10.226638879347412,Failed
1405,68.0,16.625243012521732,Passed
1406,80.0,2.082595812949997,Failed
1407,65.0,8.95353822344827,Failed
1408,74.0,9.710197058497322,In Progress
1409,97.0,10.226638879347412,Failed
1410,54.0,11.91146392671401,Passed
1411,90.0,13.67703440668944,Failed
1412,75.0,15.763936427383369,Passed
1413,77.0,17.381856499505588,In Progress
1414,51.0,6.96363443772694,Passed
1415,99.0,11.222431401914156,Failed
1416,55.0,16.962053490344797,In Progress
1417,58.0,19.79957148833607,Failed
1418,82.0,17.9008669098315,In Progress
1419,90.0,8.057877989863158,In Progress
1420,74.0,4.708163827154358,Failed
1421,97.0,10.298458210725183,Failed
1422,62.0,15.091187584884803,In Progress
1423,58.0,10.358812344312652,In Progress
1424,62.0,10.1804364029597,Failed
1425,80.0,16.92637800055421,Passed
1426,90.0,7.8666718022765405,Failed
1427,60.0,17.336098821421267,In Progress
1428,53.0,8.729291218082746,Failed
1429,83.0,7.236429007888448,Passed
1430,87.0,9.62580831279428,Failed
1431,95.0,15.4864922148225,In Progress
1432,53.0,3.3940385294158912,Failed
1433,87.0,4.73196510156833,In Progress
1434,68.0,19.077451687598742,In Progress
1435,55.0,4.33434092024579,Failed
1436,83.0,11.786819040690036,In Progress
1437,67.0,12.00697486657682,In Progress
1438,62.0,10.302864778954651,Passed
1439,90.0,13.250159722959554,Passed
1440,72.0,5.36670779015475,Passed
1441,68.0,10.226638879347412,Passed
1442,94.0,8.071291849691047,In Progress
1443,60.0,13.571677932954591,Failed
1444,50.0,3.68324732408984,In Progress
1445,73.0,11.846670919950048,In Progress
1446,56.0,4.52013675228315,In Progress
1447,74.0,6.294218199185692,Failed
1448,70.0,5.1554862061480815,Passed
1449,64.0,4.473917817507525,In Progress
1450,50.0,16.68850807965267,In Progress
1451,61.0,6.428443785556916,Passed
1452,56.0,18.61535185542454,In Progress
1453,64.0,19.428603981558627,Failed
1454,70.0,11.853948928804847,In Progress
1455,68.0,3.7170213306488016,In Progress
1456,78.0,8.116416624212043,Passed
1457,74.0,10.226638879347412,In Progress
1458,82.0,7.980423845244339,In Progress
1459,98.0,2.6533271477529863,Failed
1460,81.0,11.57891330763557,Passed
1461,98.0,10.226638879347412,Passed
1462,84.0,10.226638879347412,Failed
1463,93.0,4.327339662476712,In Progress
1464,87.0,13.782527673836867,Passed
1465,75.0,10.226638879347412,Passed
1466,60.0,5.145943156491272,In Progress
1467,84.0,17.60736369279852,In Progress
1468,57.0,5.743710102064373,Passed
1469,95.0,6.001699583842212,In Progress
1470,63.0,1.0124144244646915,Passed
1471,74.0,17.542711648384834,In Progress
1472,51.0,16.05930145097356,In Progress
1473,74.0,12.91924976672288,Failed
1474,58.0,15.255049514838005,In Progress
1475,52.0,3.888922781065344,Failed
1476,70.0,9.708148297163934,In Progress
1477,75.0,7.673168359626837,Passed
1478,57.0,2.781753998883313,Passed
1479,97.0,10.236479219083558,In Progress
1480,51.0,18.494053356510072,In Progress
1481,55.0,1.7611232619631951,Passed
1482,77.0,6.537757356382084,In Progress
1483,78.0,4.943277787908366,Failed
1484,75.0,5.52478641964823,Failed
1485,74.0,18.26025648570813,Failed
1486,61.0,9.893312030451511,Failed
1487,74.0,9.859688845856557,Failed
1488,83.0,15.450937206650364,In Progress
1489,97.0,3.9353518760935904,In Progress
1490,86.0,10.258041727900965,Failed
1491,64.0,9.169719068300134,In Progress
1492,93.0,12.341303120386469,In Progress
1493,85.0,19.991596361758333,Failed
1494,64.0,15.619528987558894,In Progress
1495,92.0,8.559448357331117,In Progress
1496,97.0,16.723507993206894,In Progress
1497,72.0,4.243458902937124,Failed
1498,55.0,1.5788100398702425,In Progress
1499,95.0,4.884519076821189,Passed
1500,99.0,7.467819566170934,Passed
1501,93.0,10.701034391731636,Failed
1502,92.0,12.687453670282796,Passed
1503,94.0,18.30150862707401,Failed
1504,70.0,10.687226181458696,Passed
1505,72.0,10.52423724788886,Passed
1506,92.0,1.9546171866366608,Passed
1507,65.0,1.6633195004682524,Failed
1508,96.0,11.472039276411069,Failed
1509,64.0,9.325393651718546,In Progress
1510,74.0,16.944427504625672,Failed
1511,85.0,10.226638879347412,Passed
1512,60.0,1.4744615802239425,Passed
1513,64.0,9.531736590672391,Failed
1514,53.0,5.512092578292892,Failed
1515,74.0,1.9426730934379115,Failed
1516,74.0,14.76736745010495,In Progress
1517,71.0,3.120266999187702,Passed
1518,68.0,12.558070500147664,In Progress
1519,83.0,6.339945253170894,In Progress
1520,63.0,4.296424956745419,Passed
1521,53.0,8.215278935467031,Passed
1522,97.0,16.227469748236118,Failed
1523,95.0,8.449777961186882,Failed
1524,76.0,15.26462333501006,In Progress
1525,78.0,3.384239639183863,Failed
1526,96.0,15.682656973636504,Failed
1527,77.0,5.501733173226325,Passed
1528,84.0,13.870469467888585,Passed
1529,57.0,11.74984954197893,Failed
1530,65.0,18.65374962702206,Passed
1531,91.0,8.359127841530967,Failed
1532,85.0,2.2571385878543686,Passed
1533,79.0,1.363954225473805,Passed
1534,67.0,16.71031265848231,Passed
1535,51.0,10.969977115567213,Passed
1536,98.0,15.729636984864037,Failed
1537,62.0,5.454086400218779,In Progress
1538,53.0,7.556591164751441,Passed
1539,75.0,1.5719735720150598,Failed
1540,74.0,19.26835416690813,Failed
1541,79.0,13.689490227315456,Passed
1542,60.0,18.73089666742682,In Progress
1543,56.0,6.044431741152375,Passed
1544,80.0,12.617808613287556,Failed
1545,93.0,13.891499397560118,In Progress
1546,59.0,7.03344430489418,Failed
1547,88.0,17.11407546529697,Passed
1548,62.0,18.996067795104707,In Progress
1549,80.0,17.81224723622408,Failed
1550,56.0,15.042272542848078,Failed
1551,98.0,6.271828914774127,Failed
1552,91.0,6.350704800007003,Passed
1553,91.0,19.30384608847472,In Progress
1554,85.0,1.1954054227781483,Passed
1555,69.0,14.604949491600744,Passed
1556,53.0,14.418677088549982,Passed
1557,56.0,12.831101278046152,In Progress
1558,74.0,19.81206807565045,Passed
1559,93.0,6.925709279510779,Passed
1560,94.0,10.226638879347412,Passed
1561,91.0,2.499848655984556,Passed
1562,96.0,9.413164594331011,Failed
1563,62.0,5.9599219984621135,Passed
1564,74.0,7.52434734137524,Failed
1565,70.0,16.856864014856924,Passed
1566,71.0,18.77420575702242,In Progress
1567,77.0,4.528928368098526,Failed
1568,58.0,8.077669699515852,Failed
1569,75.0,18.643980680192488,Failed
1570,58.0,2.17436075309523,Failed
1571,64.0,2.754850034116192,In Progress
1572,59.0,10.226638879347412,Passed
1573,73.0,12.30904384841062,Failed
1574,91.0,3.858973149113952,In Progress
1575,57.0,19.393451247563934,Failed
1576,73.0,9.487576017911886,Passed
1577,65.0,10.226638879347412,Failed
1578,98.0,5.686513700302723,In Progress
1579,75.0,9.948244796259935,Passed
1580,76.0,13.57635902010322,In Progress
1581,86.0,15.272365602126811,Passed
1582,53.0,15.323493571488347,Passed
1583,99.0,11.97993114118768,Passed
1584,73.0,18.182835724883287,Failed
1585,68.0,16.53074909881608,In Progress
1586,85.0,15.383914179273884,In Progress
1587,88.0,2.056504911928752,In Progress
1588,59.0,1.130681282173337,Passed
1589,74.0,5.036498266713986,Failed
1590,67.0,13.606948284355592,Passed
1591,68.0,8.81275228876837,In Progress
1592,85.0,8.645718926686923,Failed
1593,59.0,17.807150876362662,Failed
1594,82.0,18.01569411450493,Failed
1595,99.0,18.27433001701813,In Progress
1596,54.0,6.963683453785519,Failed
1597,96.0,14.130060442045972,Failed
1598,98.0,6.161030444213023,Passed
1599,84.0,4.6215868284145465,Passed
1600,74.0,4.508016689600015,Failed
1601,83.0,7.500044796408287,Failed
1602,82.0,9.169194775816612,Passed
1603,70.0,16.7880342500463,Passed
1604,66.0,3.2779307759815297,Passed
1605,71.0,14.96359110050299,In Progress
1606,97.0,11.0976433695968,In Progress
1607,86.0,6.470961510843857,Passed
1608,64.0,10.363572106123668,Failed
1609,84.0,6.69889932576343,Passed
1610,77.0,12.325557149527814,In Progress
1611,74.0,9.24303453424964,Failed
1612,81.0,4.123705052498696,In Progress
1613,60.0,3.215078416558238,Failed
1614,59.0,11.387217959370473,In Progress
1615,58.0,18.145847632435967,Failed
1616,63.0,7.5351960445960255,Failed
1617,62.0,14.92700203722984,Failed
1618,74.0,13.514565743855572,Failed
1619,51.0,18.69954337188014,In Progress
1620,84.0,16.598639328683674,In Progress
1621,56.0,11.765499919203796,Failed
1622,70.0,13.483579466448038,Failed
1623,67.0,18.06934286509666,In Progress
1624,52.0,8.59085690715176,Failed
1625,91.0,7.20909941129777,Failed
1626,88.0,1.2054105890687303,Failed
1627,90.0,16.70447040963782,Passed
1628,98.0,16.218633307663932,Failed
1629,74.0,2.9846358439028764,Passed
1630,88.0,11.960290241521305,Failed
1631,73.0,9.81565226517086,In Progress
1632,95.0,3.2554728146731176,Passed
1633,68.0,19.63079631415375,Passed
1634,53.0,5.079221861803753,Failed
1635,75.0,2.277449421720662,Failed
1636,87.0,12.30210021053628,Passed
1637,91.0,15.03846686552762,In Progress
1638,81.0,1.6164254748965523,In Progress
1639,88.0,13.51563513581342,Failed
1640,94.0,11.113545643077634,In Progress
1641,74.0,2.96203516862592,In Progress
1642,85.0,4.277953661980879,Failed
1643,89.0,11.79151164900553,In Progress
1644,86.0,6.630794656752479,Failed
1645,82.0,18.827998844375006,Passed
1646,85.0,16.556064360196963,Failed
1647,52.0,19.6877769237596,Passed
1648,58.0,10.226638879347412,Passed
1649,57.0,19.424749023161564,In Progress
1650,82.0,10.226638879347412,In Progress
1651,55.0,7.602857110961338,In Progress
1652,90.0,1.956641012417712,Failed
1653,88.0,2.00253989933245,In Progress
1654,53.0,14.14821386298644,Passed
1655,62.0,10.226638879347412,In Progress
1656,98.0,5.303910894686008,In Progress
1657,51.0,12.66543582017942,Failed
1658,54.0,5.804304246752112,Failed
1659,93.0,11.975003332544029,Passed
1660,76.0,7.824966192671116,Failed
1661,81.0,16.64749230562456,In Progress
1662,70.0,16.593227054568807,Failed
1663,57.0,10.069657564325626,Passed
1664,87.0,7.665563077365296,In Progress
1665,57.0,7.8886361346227964,Passed
1666,99.0,16.308575987696138,Failed
1667,52.0,7.235410173154628,Failed
1668,93.0,4.972128100430075,Passed
1669,52.0,2.60907849563083,In Progress
1670,71.0,9.86716929680376,Failed
1671,55.0,10.160509879476995,Failed
1672,51.0,16.977265497655235,In Progress
1673,72.0,5.203535232475216,Failed
1674,93.0,8.238834199699598,Passed
1675,51.0,16.359709038980128,Failed
1676,87.0,10.226638879347412,Failed
1677,66.0,8.307610443596596,In Progress
1678,84.0,9.723356442446937,Passed
1679,83.0,6.762431926136376,In Progress
1680,72.0,18.71854268996693,Failed
1681,79.0,3.2542315490900258,Failed
1682,57.0,18.74123903702793,In Progress
1683,71.0,13.99346258487152,In Progress
1684,93.0,11.099870901047892,In Progress
1685,85.0,1.6205221549054216,Passed
1686,54.0,10.036327644618158,Failed
1687,62.0,8.747213995051913,In Progress
1688,78.0,10.226638879347412,Failed
1689,80.0,13.47178246651248,Passed
1690,96.0,19.45186723999743,Passed
1691,65.0,11.681587410225978,Passed
1692,91.0,14.58031225243497,Passed
1693,79.0,2.3005585987543187,Failed
1694,65.0,8.9356729205229,Passed
1695,61.0,3.2108112181254214,Passed
1696,66.0,12.6431208751937,In Progress
1697,65.0,18.83116100606894,Passed
1698,61.0,13.573776916961132,In Progress
1699,57.0,2.459257917974009,Passed
1700,69.0,7.738657894716574,Passed
1701,52.0,11.46260420937618,In Progress
1702,65.0,8.660947366531792,Passed
1703,79.0,16.839236199028274,Failed
1704,94.0,16.478749089489796,Failed
1705,72.0,12.624789381961207,Passed
1706,77.0,8.0957009575214,Failed
1707,89.0,5.851391101501639,In Progress
1708,54.0,3.011612046049457,Passed
1709,69.0,7.743055986244527,Passed
1710,89.0,8.850277826946671,In Progress
1711,93.0,13.840635576977398,In Progress
1712,50.0,13.505036661653897,In Progress
1713,79.0,2.332054653183882,Passed
1714,70.0,8.509926993191998,In Progress
1715,69.0,4.453798477129876,In Progress
1716,55.0,3.979441401019308,Failed
1717,71.0,16.718740845007673,Failed
1718,67.0,1.796389117608893,Passed
