customer_id,customer_name,segment,signup_date,status
1117,Customer_1117,Enterprise,2024-11-27,Active
1118,Customer_1118,Retail,2024-09-13,Pending
1119,Customer_1119,Enterprise,2024-11-13,Pending
1120,Customer_1120,SMB,2024-09-21,Dormant
1121,Customer_1121,Enterprise,2024-10-04,Active
1122,Customer_1122,Enterprise,2024-11-06,Active
1123,Customer_1123,Retail,2024-12-07,Active
1124,Customer_1124,Retail,2024-05-11,Active
1125,Customer_1125,Retail,2024-10-25,Active
1126,Customer_1126,Retail,2024-03-23,Active
1127,Customer_1127,Enterprise,2024-10-10,Active
1128,Customer_1128,Enterprise,2024-11-21,Active
1129,Customer_1129,Retail,2024-07-18,Active
1130,Customer_1130,SMB,2024-04-02,Active
1131,Customer_1131,Retail,2024-12-07,Active
1132,Customer_1132,Retail,2024-02-13,Pending
1133,Customer_1133,Retail,2024-11-17,Active
1134,Customer_1134,Retail,2024-09-17,Active
1135,Customer_1135,Enterprise,2024-08-02,Active
1136,Customer_1136,Retail,2024-12-24,Active
1137,Customer_1137,SMB,2024-03-16,Active
1138,Customer_1138,SMB,2024-06-19,Active
1139,Customer_1139,Retail,2024-07-10,Active
1140,Customer_1140,VIP,2024-09-02,Active
1141,Customer_1141,VIP,2024-12-15,Active
1142,Customer_1142,Retail,2024-05-22,Active
1143,Customer_1143,Retail,2024-04-20,Active
1144,Customer_1144,Retail,2024-04-18,Active
1145,Customer_1145,Retail,2024-04-27,Active
1146,Customer_1146,Retail,2024-01-12,Dormant
1147,Customer_1147,SMB,2024-06-17,Active
1148,Customer_1148,SMB,2024-10-22,Active
1149,Customer_1149,Retail,2024-01-22,Active
1150,Customer_1150,Retail,2024-10-24,Active
1151,Customer_1151,Enterprise,2024-11-18,Active
1152,Customer_1152,Retail,2024-02-14,Active
1153,Customer_1153,Retail,2024-12-04,Dormant
1154,Customer_1154,Retail,2024-11-03,Active
1155,Customer_1155,VIP,2024-04-12,Active
1156,Customer_1156,Retail,2024-07-11,Active
1157,Customer_1157,SMB,2024-01-06,Active
1158,Customer_1158,SMB,2024-03-11,Active
1159,Customer_1159,Retail,2024-10-23,Active
1160,Customer_1160,SMB,2024-10-02,Active
1161,Customer_1161,Retail,2024-02-04,Active
1162,Customer_1162,SMB,2024-01-03,Active
1163,Customer_1163,SMB,2024-09-07,Dormant
1164,Customer_1164,SMB,2024-07-11,Active
1165,Customer_1165,Retail,2024-04-02,Dormant
1166,Customer_1166,Enterprise,2024-04-22,Active
1167,Customer_1167,Retail,2024-11-27,Pending
1168,Customer_1168,Retail,2024-03-17,Active
1169,Customer_1169,Retail,2024-12-24,Pending
1170,Customer_1170,SMB,2024-12-21,Dormant
1171,Customer_1171,SMB,2024-05-27,Active
1172,Customer_1172,Retail,2024-04-06,Dormant
1173,Customer_1173,SMB,2024-03-25,Active
1174,Customer_1174,Retail,2024-05-03,Active
1175,Customer_1175,SMB,2024-11-01,Active
1176,Customer_1176,Retail,2024-10-06,Active
1177,Customer_1177,SMB,2024-02-03,Active
1178,Customer_1178,Retail,2024-01-25,Active
1179,Customer_1179,Enterprise,2024-08-12,Active
1180,Customer_1180,Retail,2024-02-15,Active
1181,Customer_1181,Retail,2024-12-16,Pending
1182,Customer_1182,Retail,2024-11-08,Active
1183,Customer_1183,Enterprise,2024-12-14,Active
1184,Customer_1184,Enterprise,2024-09-17,Active
1185,Customer_1185,Retail,2024-05-08,Active
1186,Customer_1186,SMB,2024-11-14,Active
1187,Customer_1187,Enterprise,2024-02-20,Active
1188,Customer_1188,SMB,2024-07-03,Active
1189,Customer_1189,SMB,2024-12-21,Dormant
1190,Customer_1190,Retail,2024-08-26,Active
1191,Customer_1191,Retail,2024-03-20,Active
1192,Customer_1192,Enterprise,2024-09-14,Active
1193,Customer_1193,Enterprise,2024-07-17,Active
1194,Customer_1194,SMB,2024-12-20,Active
1195,Customer_1195,Retail,2024-04-09,Active
1196,Customer_1196,Retail,2024-06-16,Active
1197,Customer_1197,SMB,2024-09-22,Active
1198,Customer_1198,Enterprise,2024-06-21,Dormant
1199,Customer_1199,Enterprise,2024-05-02,Pending
1200,Customer_1200,SMB,2024-08-08,Active
1201,Customer_1201,SMB,2024-11-13,Active
1202,Customer_1202,Retail,2024-01-08,Active
1203,Customer_1203,Retail,2024-05-18,Active
1204,Customer_1204,Enterprise,2024-02-14,Active
1205,Customer_1205,SMB,2024-06-11,Active
1206,Customer_1206,Retail,2024-09-01,Active
1207,Customer_1207,Retail,2024-12-06,Active
1208,Customer_1208,SMB,2024-09-08,Active
1209,Customer_1209,Retail,2024-11-22,Dormant
1210,Customer_1210,Retail,2024-03-24,Dormant
1211,Customer_1211,SMB,2024-09-17,Active
1212,Customer_1212,SMB,2024-12-25,Active
1213,Customer_1213,SMB,2024-06-22,Pending
1214,Customer_1214,Retail,2024-12-20,Active
1215,Customer_1215,SMB,2024-01-10,Active
1216,Customer_1216,Retail,2024-08-18,Active
1217,Customer_1217,Retail,2024-12-01,Active
1218,Customer_1218,SMB,2024-02-01,Active
1219,Customer_1219,SMB,2024-01-09,Pending
1220,Customer_1220,Enterprise,2024-01-13,Dormant
1221,Customer_1221,SMB,2024-04-26,Active
1222,Customer_1222,SMB,2024-06-07,Active
1223,Customer_1223,Retail,2024-02-06,Dormant
1224,Customer_1224,Retail,2024-07-26,Active
1225,Customer_1225,Retail,2024-10-18,Pending
1226,Customer_1226,Retail,2024-02-10,Active
1227,Customer_1227,VIP,2024-07-12,Active
1228,Customer_1228,Retail,2024-01-08,Active
1229,Customer_1229,Enterprise,2024-11-03,Active
1230,Customer_1230,SMB,2024-11-06,Active
1231,Customer_1231,SMB,2024-09-06,Active
1232,Customer_1232,SMB,2024-09-07,Active
1233,Customer_1233,SMB,2024-09-18,Active
1234,Customer_1234,Retail,2024-12-08,Active
1235,Customer_1235,Retail,2024-08-18,Pending
1236,Customer_1236,SMB,2024-12-20,Dormant
1237,Customer_1237,Retail,2024-11-07,Active
1238,Customer_1238,Retail,2024-11-20,Pending
1239,Customer_1239,SMB,2024-04-06,Active
1240,Customer_1240,Retail,2024-10-22,Active
1241,Customer_1241,Enterprise,2024-10-03,Dormant
1242,Customer_1242,VIP,2024-09-10,Active
1243,Customer_1243,Enterprise,2024-11-18,Active
1244,Customer_1244,Retail,2024-06-12,Pending
1245,Customer_1245,Retail,2024-07-12,Active
1246,Customer_1246,Enterprise,2024-09-13,Pending
1247,Customer_1247,Retail,2024-03-26,Pending
1248,Customer_1248,VIP,2024-03-23,Active
1249,Customer_1249,VIP,2024-04-13,Pending
1250,Customer_1250,Enterprise,2024-08-23,Active
1251,Customer_1251,Retail,2024-05-23,Active
1252,Customer_1252,Retail,2024-03-12,Active
1253,Customer_1253,Enterprise,2024-02-06,Dormant
1254,Customer_1254,Retail,2024-02-19,Active
1255,Customer_1255,Retail,2024-06-05,Active
1256,Customer_1256,SMB,2024-08-09,Active
1257,Customer_1257,Enterprise,2024-11-03,Active
1258,Customer_1258,SMB,2024-12-10,Active
1259,Customer_1259,SMB,2024-03-03,Active
1260,Customer_1260,Retail,2024-06-15,Active
1261,Customer_1261,SMB,2024-01-07,Active
1262,Customer_1262,VIP,2024-12-17,Pending
1263,Customer_1263,Retail,2024-05-26,Active
1264,Customer_1264,SMB,2024-08-20,Active
1265,Customer_1265,Enterprise,2024-05-04,Dormant
1266,Customer_1266,SMB,2024-12-12,Active
1267,Customer_1267,SMB,2024-04-24,Dormant
1268,Customer_1268,SMB,2024-02-17,Active
1269,Customer_1269,Retail,2024-03-09,Pending
1270,Customer_1270,Retail,2024-04-26,Active
1271,Customer_1271,Enterprise,2024-05-02,Active
1272,Customer_1272,Enterprise,2024-04-02,Active
1273,Customer_1273,Enterprise,2024-02-04,Pending
1274,Customer_1274,Enterprise,2024-06-07,Active
1275,Customer_1275,SMB,2024-10-19,Active
1276,Customer_1276,SMB,2024-03-26,Active
1277,Customer_1277,SMB,2024-06-12,Active
1278,Customer_1278,SMB,2024-03-13,Active
1279,Customer_1279,SMB,2024-02-08,Active
1280,Customer_1280,SMB,2024-05-15,Pending
1281,Customer_1281,Enterprise,2024-01-03,Active
1282,Customer_1282,Retail,2024-10-08,Active
1283,Customer_1283,Retail,2024-04-16,Active
1284,Customer_1284,Retail,2024-07-10,Active
1285,Customer_1285,SMB,2024-12-14,Active
1286,Customer_1286,Retail,2024-02-23,Active
1287,Customer_1287,Retail,2024-05-05,Active
1288,Customer_1288,SMB,2024-06-13,Active
1289,Customer_1289,Retail,2024-09-22,Active
1290,Customer_1290,SMB,2024-12-15,Pending
1291,Customer_1291,Retail,2024-08-07,Dormant
1292,Customer_1292,Retail,2024-09-20,Active
1293,Customer_1293,Enterprise,2024-02-07,Dormant
1294,Customer_1294,Retail,2024-06-17,Active
1295,Customer_1295,Retail,2024-11-25,Active
1296,Customer_1296,SMB,2024-09-02,Active
1297,Customer_1297,SMB,2024-03-05,Active
1298,Customer_1298,Retail,2024-05-01,Active
1299,Customer_1299,SMB,2024-08-12,Active
1300,Customer_1300,Retail,2024-08-04,Active
1301,Customer_1301,Retail,2024-07-15,Active
1302,Customer_1302,SMB,2024-11-10,Active
1303,Customer_1303,SMB,2024-03-22,Active
1304,Customer_1304,SMB,2024-10-10,Active
1305,Customer_1305,SMB,2024-12-09,Active
1306,Customer_1306,VIP,2024-01-05,Pending
1307,Customer_1307,SMB,2024-04-08,Dormant
1308,Customer_1308,Retail,2024-11-12,Active
1309,Customer_1309,SMB,2024-01-25,Dormant
1310,Customer_1310,Retail,2024-06-20,Active
1311,Customer_1311,Retail,2024-12-25,Active
1312,Customer_1312,Retail,2024-11-05,Active
1313,Customer_1313,Retail,2024-05-12,Active
1314,Customer_1314,VIP,2024-05-17,Dormant
1315,Customer_1315,Enterprise,2024-01-24,Active
1316,Customer_1316,SMB,2024-12-24,Active
1317,Customer_1317,Retail,2024-12-15,Active
1318,Customer_1318,Retail,2024-06-12,Active
1319,Customer_1319,Retail,2024-11-20,Pending
1320,Customer_1320,Retail,2024-02-14,Active
1321,Customer_1321,SMB,2024-02-09,Active
1322,Customer_1322,SMB,2024-05-20,Active
1323,Customer_1323,SMB,2024-10-01,Active
1324,Customer_1324,Retail,2024-07-03,Active
1325,Customer_1325,VIP,2024-06-05,Active
1326,Customer_1326,SMB,2024-05-27,Active
1327,Customer_1327,SMB,2024-05-01,Active
1328,Customer_1328,SMB,2024-01-19,Pending
1329,Customer_1329,Retail,2024-12-10,Pending
1330,Customer_1330,Retail,2024-04-21,Active
1331,Customer_1331,Retail,2024-02-24,Active
1332,Customer_1332,SMB,2024-11-11,Active
1333,Customer_1333,Retail,2024-02-25,Active
1334,Customer_1334,Retail,2024-02-25,Active
1335,Customer_1335,Retail,2024-07-24,Active
1336,Customer_1336,Retail,2024-11-18,Active
1337,Customer_1337,Enterprise,2024-07-12,Active
1338,Customer_1338,SMB,2024-06-20,Active
1339,Customer_1339,Retail,2024-07-13,Active
1340,Customer_1340,Retail,2024-04-16,Active
1341,Customer_1341,Retail,2024-02-10,Active
1342,Customer_1342,Retail,2024-12-23,Active
1343,Customer_1343,Retail,2024-08-18,Active
1344,Customer_1344,Retail,2024-05-01,Active
1345,Customer_1345,Retail,2024-07-08,Active
1346,Customer_1346,SMB,2024-06-05,Active
1347,Customer_1347,SMB,2024-06-15,Active
1348,Customer_1348,Retail,2024-02-01,Pending
1349,Customer_1349,Retail,2024-07-23,Active
1350,Customer_1350,SMB,2024-10-11,Active
1351,Customer_1351,SMB,2024-10-18,Active
1352,Customer_1352,Enterprise,2024-02-17,Active
1353,Customer_1353,SMB,2024-10-08,Active
1354,Customer_1354,Retail,2024-08-17,Active
1355,Customer_1355,Retail,2024-12-27,Active
1356,Customer_1356,SMB,2024-08-25,Pending
1357,Customer_1357,Retail,2024-04-01,Active
1358,Customer_1358,SMB,2024-01-19,Active
1359,Customer_1359,Enterprise,2024-05-16,Pending
1360,Customer_1360,SMB,2024-05-09,Active
1361,Customer_1361,Retail,2024-10-02,Dormant
1362,Customer_1362,SMB,2024-02-06,Active
1363,Customer_1363,Retail,2024-09-01,Dormant
1364,Customer_1364,SMB,2024-09-25,Active
1365,Customer_1365,Enterprise,2024-09-21,Active
1366,Customer_1366,Retail,2024-09-11,Active
1367,Customer_1367,VIP,2024-04-02,Active
1368,Customer_1368,Enterprise,2024-06-14,Active
1369,Customer_1369,Retail,2024-04-06,Active
1370,Customer_1370,Retail,2024-03-06,Active
1371,Customer_1371,Retail,2024-02-18,Active
1372,Customer_1372,Retail,2024-09-23,Active
1373,Customer_1373,Retail,2024-03-13,Active
1374,Customer_1374,SMB,2024-11-01,Dormant
1375,Customer_1375,Retail,2024-08-22,Active
1376,Customer_1376,Retail,2024-07-25,Dormant
1377,Customer_1377,Enterprise,2024-05-15,Active
1378,Customer_1378,Retail,2024-01-12,Active
1379,Customer_1379,Enterprise,2024-10-07,Active
1380,Customer_1380,Retail,2024-05-19,Active
1381,Customer_1381,Retail,2024-12-25,Active
1382,Customer_1382,SMB,2024-01-17,Active
1383,Customer_1383,SMB,2024-01-03,Active
1384,Customer_1384,Enterprise,2024-12-06,Dormant
1385,Customer_1385,SMB,2024-10-11,Active
1386,Customer_1386,Enterprise,2024-03-08,Active
1387,Customer_1387,Retail,2024-10-02,Active
1388,Customer_1388,Retail,2024-09-03,Active
1389,Customer_1389,SMB,2024-05-26,Active
1390,Customer_1390,Enterprise,2024-08-16,Active
1391,Customer_1391,VIP,2024-02-06,Active
1392,Customer_1392,Retail,2024-12-21,Active
1393,Customer_1393,Retail,2024-10-25,Active
1394,Customer_1394,SMB,2024-12-05,Pending
1395,Customer_1395,Retail,2024-02-16,Pending
1396,Customer_1396,Enterprise,2024-05-15,Active
1397,Customer_1397,Enterprise,2024-12-04,Active
1398,Customer_1398,Retail,2024-11-16,Active
1399,Customer_1399,SMB,2024-07-06,Pending
1400,Customer_1400,SMB,2024-02-12,Active
1401,Customer_1401,Retail,2024-11-11,Active
1402,Customer_1402,Enterprise,2024-05-23,Active
1403,Customer_1403,SMB,2024-11-23,Active
1404,Customer_1404,Enterprise,2024-05-15,Active
1405,Customer_1405,Retail,2024-09-04,Active
1406,Customer_1406,Enterprise,2024-11-19,Active
1407,Customer_1407,Retail,2024-04-21,Active
1408,Customer_1408,Retail,2024-06-19,Active
1409,Customer_1409,Enterprise,2024-02-14,Active
1410,Customer_1410,Retail,2024-04-16,Active
1411,Customer_1411,Retail,2024-05-20,Active
1412,Customer_1412,VIP,2024-11-15,Pending
1413,Customer_1413,VIP,2024-12-03,Active
1414,Customer_1414,SMB,2024-08-16,Active
1415,Customer_1415,SMB,2024-10-04,Active
1416,Customer_1416,Retail,2024-02-02,Active
1417,Customer_1417,Retail,2024-01-13,Active
1418,Customer_1418,Retail,2024-04-26,Active
1419,Customer_1419,SMB,2024-09-11,Pending
1420,Customer_1420,SMB,2024-07-12,Active
1421,Customer_1421,SMB,2024-10-07,Active
1422,Customer_1422,SMB,2024-07-24,Active
1423,Customer_1423,Retail,2024-01-10,Active
1424,Customer_1424,Retail,2024-10-24,Active
1425,Customer_1425,Retail,2024-04-20,Active
1426,Customer_1426,SMB,2024-04-22,Active
1427,Customer_1427,Retail,2024-07-22,Active
1428,Customer_1428,Enterprise,2024-01-12,Active
1429,Customer_1429,Retail,2024-08-13,Active
1430,Customer_1430,Retail,2024-10-15,Active
1431,Customer_1431,Retail,2024-11-13,Active
1432,Customer_1432,SMB,2024-07-22,Dormant
1433,Customer_1433,SMB,2024-06-21,Active
1434,Customer_1434,Retail,2024-06-09,Active
1435,Customer_1435,Retail,2024-10-09,Active
1436,Customer_1436,SMB,2024-10-24,Active
1437,Customer_1437,Retail,2024-10-25,Active
1438,Customer_1438,Enterprise,2024-10-08,Active
1439,Customer_1439,SMB,2024-08-16,Dormant
1440,Customer_1440,Retail,2024-01-26,Active
1441,Customer_1441,Retail,2024-11-05,Active
1442,Customer_1442,VIP,2024-04-18,Active
1443,Customer_1443,Retail,2024-08-19,Pending
1444,Customer_1444,Retail,2024-04-07,Active
1445,Customer_1445,Enterprise,2024-10-25,Active
1446,Customer_1446,Enterprise,2024-02-19,Active
1447,Customer_1447,VIP,2024-04-10,Active
1448,Customer_1448,SMB,2024-01-23,Active
1449,Customer_1449,Retail,2024-02-05,Active
1450,Customer_1450,Retail,2024-01-03,Active
1451,Customer_1451,SMB,2024-12-02,Active
1452,Customer_1452,SMB,2024-01-23,Active
1453,Customer_1453,Retail,2024-05-17,Active
1454,Customer_1454,Enterprise,2024-06-16,Active
1455,Customer_1455,Retail,2024-05-15,Dormant
1456,Customer_1456,Retail,2024-03-07,Pending
1457,Customer_1457,Retail,2024-11-10,Active
1458,Customer_1458,Retail,2024-09-14,Pending
1459,Customer_1459,Retail,2024-09-25,Active
1460,Customer_1460,Retail,2024-02-03,Active
1461,Customer_1461,Retail,2024-07-21,Active
1462,Customer_1462,SMB,2024-02-03,Active
1463,Customer_1463,SMB,2024-10-22,Active
1464,Customer_1464,SMB,2024-07-09,Active
1465,Customer_1465,VIP,2024-01-11,Active
1466,Customer_1466,Retail,2024-07-24,Active
1467,Customer_1467,Retail,2024-12-14,Active
1468,Customer_1468,Enterprise,2024-03-04,Active
1469,Customer_1469,Retail,2024-10-06,Active
1470,Customer_1470,VIP,2024-10-07,Active
1471,Customer_1471,Retail,2024-04-08,Dormant
1472,Customer_1472,VIP,2024-05-01,Dormant
1473,Customer_1473,Retail,2024-04-03,Active
1474,Customer_1474,Enterprise,2024-09-08,Dormant
1475,Customer_1475,SMB,2024-01-27,Active
1476,Customer_1476,VIP,2024-06-09,Dormant
1477,Customer_1477,Retail,2024-07-04,Active
1478,Customer_1478,SMB,2024-01-02,Active
1479,Customer_1479,VIP,2024-12-05,Active
1480,Customer_1480,SMB,2024-12-27,Active
1481,Customer_1481,SMB,2024-05-08,Active
1482,Customer_1482,SMB,2024-06-08,Active
1483,Customer_1483,Retail,2024-02-03,Active
1484,Customer_1484,SMB,2024-06-12,Active
1485,Customer_1485,SMB,2024-10-03,Active
1486,Customer_1486,Enterprise,2024-06-06,Pending
1487,Customer_1487,Retail,2024-02-23,Active
1488,Customer_1488,Retail,2024-12-02,Active
1489,Customer_1489,VIP,2024-06-17,Active
1490,Customer_1490,Enterprise,2024-03-02,Active
1491,Customer_1491,Retail,2024-07-20,Active
1492,Customer_1492,SMB,2024-08-22,Dormant
1493,Customer_1493,Retail,2024-12-26,Active
1494,Customer_1494,Retail,2024-04-05,Active
1495,Customer_1495,Retail,2024-09-23,Pending
1496,Customer_1496,Retail,2024-10-25,Active
1497,Customer_1497,SMB,2024-07-16,Active
1498,Customer_1498,Retail,2024-12-17,Active
1499,Customer_1499,VIP,2024-12-08,Active
1500,Customer_1500,VIP,2024-04-03,Active
1501,Customer_1501,SMB,2024-07-19,Active
1502,Customer_1502,SMB,2024-08-22,Active
1503,Customer_1503,Retail,2024-05-20,Dormant
1504,Customer_1504,Enterprise,2024-08-24,Active
1505,Customer_1505,SMB,2024-12-01,Active
1506,Customer_1506,Retail,2024-09-21,Active
1507,Customer_1507,Enterprise,2024-04-06,Active
1508,Customer_1508,Enterprise,2024-06-18,Active
1509,Customer_1509,Enterprise,2024-08-07,Active
1510,Customer_1510,SMB,2024-01-21,Pending
1511,Customer_1511,SMB,2024-12-06,Active
1512,Customer_1512,Retail,2024-04-02,Active
1513,Customer_1513,Enterprise,2024-04-01,Active
1514,Customer_1514,Enterprise,2024-07-18,Active
1515,Customer_1515,Retail,2024-02-09,Active
1516,Customer_1516,Retail,2024-05-02,Active
1517,Customer_1517,Retail,2024-11-25,Active
1518,Customer_1518,Enterprise,2024-09-01,Active
1519,Customer_1519,VIP,2024-11-03,Pending
1520,Customer_1520,Retail,2024-04-23,Dormant
1521,Customer_1521,SMB,2024-10-04,Active
1522,Customer_1522,Retail,2024-02-23,Pending
1523,Customer_1523,VIP,2024-06-03,Active
1524,Customer_1524,Enterprise,2024-06-11,Dormant
1525,Customer_1525,Enterprise,2024-06-05,Active
1526,Customer_1526,Retail,2024-04-10,Dormant
1527,Customer_1527,Retail,2024-12-15,Dormant
1528,Customer_1528,Retail,2024-01-10,Active
1529,Customer_1529,Retail,2024-06-18,Dormant
1530,Customer_1530,Enterprise,2024-03-24,Active
1531,Customer_1531,Enterprise,2024-10-14,Active
1532,Customer_1532,VIP,2024-06-03,Active
1533,Customer_1533,VIP,2024-07-20,Active
1534,Customer_1534,SMB,2024-09-15,Active
1535,Customer_1535,SMB,2024-05-03,Active
1536,Customer_1536,Enterprise,2024-02-27,Dormant
1537,Customer_1537,Enterprise,2024-02-03,Active
1538,Customer_1538,Retail,2024-02-14,Active
1539,Customer_1539,Retail,2024-04-18,Dormant
1540,Customer_1540,Retail,2024-10-25,Dormant
1541,Customer_1541,VIP,2024-02-25,Dormant
1542,Customer_1542,SMB,2024-06-01,Active
1543,Customer_1543,Retail,2024-04-14,Dormant
1544,Customer_1544,SMB,2024-01-14,Active
1545,Customer_1545,SMB,2024-06-14,Active
1546,Customer_1546,Retail,2024-04-03,Active
1547,Customer_1547,Retail,2024-03-09,Active
1548,Customer_1548,SMB,2024-06-25,Active
1549,Customer_1549,SMB,2024-05-02,Active
1550,Customer_1550,SMB,2024-08-21,Active
1551,Customer_1551,SMB,2024-02-04,Active
1552,Customer_1552,Enterprise,2024-09-15,Active
1553,Customer_1553,SMB,2024-04-13,Active
1554,Customer_1554,SMB,2024-12-12,Active
1555,Customer_1555,Enterprise,2024-12-13,Active
1556,Customer_1556,Retail,2024-04-18,Active
1557,Customer_1557,Retail,2024-12-06,Active
1558,Customer_1558,Retail,2024-11-02,Dormant
1559,Customer_1559,SMB,2024-12-23,Active
1560,Customer_1560,SMB,2024-03-19,Active
1561,Customer_1561,SMB,2024-05-19,Active
1562,Customer_1562,Retail,2024-02-10,Active
1563,Customer_1563,Retail,2024-09-02,Pending
1564,Customer_1564,Retail,2024-11-18,Active
1565,Customer_1565,Retail,2024-08-15,Active
1566,Customer_1566,SMB,2024-09-23,Active
1567,Customer_1567,Retail,2024-03-09,Active
