transaction_id,customer_id,transaction_date,amount
1053,127,2024-01-12 20:22:49,94.22
1054,118,2024-01-12 20:34:27,535.18
1055,121,2024-01-13 07:51:57,183.57
1056,128,2024-01-13 08:11:12,49.3
1057,135,2024-01-13 12:28:57,107.77
1058,122,2024-01-13 13:18:11,596.45
1059,140,2024-01-13 15:59:53,248.84
1060,123,2024-01-14 08:50:11,27.29
1061,103,2024-01-14 10:39:34,162.05
1062,140,2024-01-14 11:26:15,65.88
1063,150,2024-01-14 12:00:51,15.84
1064,110,2024-01-14 17:40:37,77.0
1065,125,2024-01-14 18:43:40,47.11
1066,149,2024-01-14 19:43:30,220.02
1067,108,2024-01-15 12:12:21,64.38
1068,111,2024-01-15 13:56:24,225.9
1069,105,2024-01-15 14:45:49,15.07
1070,145,2024-01-15 15:16:28,59.15
1071,137,2024-01-15 15:32:54,48.12
1072,145,2024-01-15 20:44:19,46.92
1073,138,2024-01-16 17:09:34,23.47
1074,129,2024-01-16 18:35:53,39.86
1075,105,2024-01-16 20:37:15,112.31
1076,109,2024-01-17 02:28:01,56.33
1077,148,2024-01-17 12:19:14,79.83
1078,102,2024-01-17 13:12:58,71.76
1079,101,2024-01-17 13:47:48,265.4
1080,140,2024-01-17 19:55:14,297.84
1081,130,2024-01-18 10:15:25,96.5
1082,111,2024-01-18 14:26:46,63.09
1083,128,2024-01-19 18:33:38,28.55
1084,144,2024-01-19 20:16:27,382.95
1085,112,2024-01-19 20:40:59,22.45
1086,139,2024-01-20 14:33:11,57.4
1087,126,2024-01-20 14:38:37,57.47
1088,113,2024-01-20 19:13:31,61.35
1089,108,2024-01-20 20:59:12,36.54
1090,128,2024-01-21 15:56:57,198.43
1091,130,2024-01-21 18:37:31,30.68
1092,109,2024-01-22 10:42:41,135.91
1093,139,2024-01-22 12:27:37,30.87
1094,131,2024-01-22 17:21:14,23.78
1095,121,2024-01-23 09:04:06,303.2
1096,147,2024-01-23 13:53:16,40.31
1097,134,2024-01-23 16:19:24,221.61
1098,131,2024-01-23 21:19:36,109.4
1099,125,2024-01-25 07:30:31,24.73
1100,112,2024-01-25 08:49:11,388.33
1101,101,2024-01-25 11:14:39,49.04
1102,122,2024-01-25 11:59:02,250.63
1103,140,2024-01-25 13:22:14,37.19
1104,137,2024-01-25 18:48:32,245.85
1105,147,2024-01-25 21:26:20,16.6
1106,101,2024-01-26 11:19:18,101.04
1107,101,2024-01-26 20:25:47,191.07
1108,142,2024-01-26 20:53:45,342.63
1109,142,2024-01-26 22:10:53,302.89
1110,121,2024-01-27 14:23:26,220.53
1111,115,2024-01-27 20:57:51,277.92
1112,117,2024-01-28 11:56:14,41.66
1113,122,2024-01-28 12:05:13,55.12
1114,138,2024-01-28 15:55:49,55.92
1115,135,2024-01-28 19:55:34,71.8
1116,145,2024-01-28 21:58:28,74.97
1117,116,2024-01-29 02:52:23,109.38
1118,108,2024-01-29 15:27:06,35.91
1119,147,2024-01-29 15:56:04,156.03
1120,117,2024-01-29 18:52:45,37.01
1121,117,2024-01-29 20:10:07,59.58
1122,126,2024-01-30 19:22:56,98.98
1123,113,2024-01-31 15:13:31,206.02
1124,117,2024-02-01 20:49:48,176.4
1125,138,2024-02-02 12:30:21,139.46
1126,117,2024-02-02 15:48:44,35.32
1127,148,2024-02-02 18:52:42,110.04
1128,114,2024-02-03 11:29:45,25.98
1129,145,2024-02-03 12:11:24,71.86
1130,106,2024-02-03 12:20:18,79.03
1131,135,2024-02-03 13:29:35,19.88
1132,146,2024-02-03 18:20:39,53.42
1133,114,2024-02-03 18:28:51,388.88
1134,147,2024-02-04 12:45:14,383.54
1135,108,2024-02-04 13:21:51,67.12
1136,115,2024-02-04 17:24:55,20.29
1137,127,2024-02-04 18:15:52,38.68
1138,113,2024-02-04 19:45:46,74.75
1139,149,2024-02-04 21:21:07,369.27
1140,131,2024-02-05 09:59:26,33.27
1141,135,2024-02-05 10:14:02,188.02
1142,106,2024-02-05 12:36:49,28.81
1143,105,2024-02-05 13:03:53,492.24
1144,122,2024-02-05 18:40:26,72.68
1145,149,2024-02-05 21:22:22,194.12
1146,123,2024-02-06 13:07:42,65.33
1147,125,2024-02-06 20:12:41,133.56
1148,134,2024-02-06 20:17:59,40.59
1149,126,2024-02-07 06:04:12,33.94
1150,147,2024-02-07 12:43:12,348.8
1151,105,2024-02-07 14:08:05,314.61
1152,126,2024-02-07 14:11:28,277.14
1153,120,2024-02-07 17:27:13,132.84
1154,106,2024-02-08 07:34:21,213.2
1155,106,2024-02-08 09:03:22,23.58
1156,150,2024-02-08 09:46:09,63.92
1157,118,2024-02-08 10:03:50,60.17
1158,104,2024-02-08 10:11:29,136.16
1159,117,2024-02-08 10:43:46,67.8
1160,114,2024-02-08 12:13:44,34.29
1161,114,2024-02-08 12:55:49,123.9
1162,113,2024-02-08 15:55:08,217.09
1163,107,2024-02-08 19:05:29,72.78
1164,144,2024-02-09 18:50:01,32.02
1165,115,2024-02-09 19:34:10,41.28
1166,119,2024-02-10 08:46:02,47.54
1167,143,2024-02-10 12:35:23,57.78
1168,147,2024-02-10 14:33:47,138.53
1169,144,2024-02-10 17:51:18,125.24
1170,135,2024-02-11 08:03:28,157.92
1171,117,2024-02-11 08:19:47,69.02
1172,135,2024-02-11 13:23:24,223.47
1173,119,2024-02-11 14:02:54,42.39
1174,120,2024-02-11 18:56:48,90.97
1175,136,2024-02-11 20:24:52,208.7
1176,135,2024-02-11 23:17:16,38.84
1177,132,2024-02-12 12:18:09,28.97
1178,148,2024-02-12 19:23:22,273.17
1179,144,2024-02-13 08:24:40,65.4
1180,140,2024-02-13 11:58:15,153.19
1181,124,2024-02-13 11:59:25,18.08
1182,117,2024-02-13 18:35:01,155.56
1183,107,2024-02-13 19:35:37,60.59
1184,143,2024-02-14 11:16:53,21.88
1185,150,2024-02-15 05:17:05,127.94
1186,101,2024-02-15 13:39:18,48.06
1187,135,2024-02-15 14:28:59,73.69
1188,132,2024-02-15 15:00:15,25.08
1189,136,2024-02-16 06:26:07,34.1
1190,113,2024-02-16 08:05:18,57.45
1191,106,2024-02-16 10:38:03,26.29
1192,114,2024-02-16 13:02:07,305.06
1193,137,2024-02-16 14:33:06,15.73
1194,148,2024-02-16 14:44:42,94.37
1195,115,2024-02-16 19:07:49,30.78
1196,147,2024-02-17 09:02:47,59.12
1197,104,2024-02-17 13:48:32,327.54
1198,140,2024-02-17 19:07:09,36.16
1199,116,2024-02-18 11:44:03,420.18
1200,128,2024-02-18 14:09:37,42.65
1201,116,2024-02-18 17:10:28,177.37
1202,104,2024-02-18 20:20:50,109.94
1203,145,2024-02-19 02:34:48,274.0
1204,126,2024-02-20 10:08:22,111.89
1205,128,2024-02-20 13:17:08,106.77
1206,132,2024-02-20 16:54:37,41.1
1207,145,2024-02-20 18:12:45,36.82
1208,102,2024-02-20 18:51:14,312.93
1209,131,2024-02-20 19:54:34,62.67
1210,103,2024-02-20 21:48:16,70.84
1211,108,2024-02-20 23:27:36,186.17
1212,124,2024-02-21 12:33:07,64.65
1213,115,2024-02-21 16:49:25,379.54
1214,143,2024-02-21 19:44:07,175.7
1215,131,2024-02-22 12:20:18,124.19
1216,109,2024-02-22 15:31:11,270.33
1217,139,2024-02-22 18:52:32,21.11
1218,145,2024-02-22 19:26:05,50.66
1219,102,2024-02-22 19:26:26,90.07
1220,108,2024-02-22 20:39:42,45.89
1221,107,2024-02-22 20:59:27,178.46
1222,144,2024-02-22 22:12:26,316.91
1223,139,2024-02-23 04:27:46,81.15
1224,142,2024-02-23 11:42:07,65.25
1225,116,2024-02-23 13:08:25,406.01
1226,135,2024-02-23 19:00:14,85.62
1227,130,2024-02-23 19:03:39,95.58
1228,110,2024-02-23 19:29:45,67.0
1229,138,2024-02-23 19:33:07,303.35
1230,118,2024-02-23 23:02:20,115.99
1231,150,2024-02-24 01:54:16,187.35
1232,105,2024-02-24 02:23:41,215.43
1233,129,2024-02-24 20:17:27,65.2
1234,139,2024-02-24 20:24:37,83.23
1235,134,2024-02-24 20:40:38,241.44
1236,143,2024-02-25 12:05:26,69.17
1237,145,2024-02-25 14:48:17,204.55
1238,123,2024-02-26 03:20:39,354.61
1239,105,2024-02-26 17:23:54,132.13
1240,130,2024-02-27 12:16:15,177.4
1241,106,2024-02-27 12:42:53,211.23
1242,146,2024-02-27 15:44:04,238.75
1243,144,2024-02-27 19:37:13,75.31
1244,104,2024-02-27 19:57:18,21.31
1245,129,2024-02-27 20:19:32,76.67
1246,123,2024-02-28 20:27:35,149.41
1247,106,2024-02-28 21:44:58,86.82
1248,132,2024-02-28 23:56:54,180.86
1249,142,2024-02-29 08:09:21,67.99
1250,118,2024-02-29 13:01:58,135.86
1251,115,2024-02-29 19:22:05,39.76
1252,140,2024-03-01 11:27:10,181.05
1253,132,2024-03-01 12:13:07,109.68
1254,109,2024-03-01 19:57:53,42.39
1255,137,2024-03-02 00:04:08,56.42
1256,110,2024-03-02 00:59:44,180.69
1257,120,2024-03-02 12:15:40,94.07
1258,106,2024-03-02 16:29:55,44.21
1259,148,2024-03-02 17:34:24,425.34
1260,103,2024-03-03 10:48:57,165.68
1261,142,2024-03-03 11:37:15,392.96
1262,111,2024-03-03 14:25:17,81.85
1263,143,2024-03-03 15:18:50,92.35
1264,117,2024-03-03 16:52:46,288.88
1265,132,2024-03-03 18:08:24,104.35
1266,104,2024-03-03 19:28:15,162.42
1267,104,2024-03-03 20:32:00,49.87
1268,117,2024-03-04 18:16:08,86.03
1269,141,2024-03-05 16:56:33,30.81
1270,119,2024-03-05 19:04:22,42.68
1271,105,2024-03-05 20:08:05,15.11
1272,132,2024-03-06 19:35:13,19.81
1273,122,2024-03-06 20:41:09,469.16
1274,106,2024-03-07 16:33:31,48.3
1275,135,2024-03-07 19:24:04,145.63
1276,122,2024-03-07 20:31:59,234.24
1277,101,2024-03-08 09:26:15,111.0
1278,120,2024-03-08 18:19:08,34.95
1279,122,2024-03-09 08:50:46,171.29
1280,148,2024-03-09 09:25:59,125.03
1281,111,2024-03-09 11:40:57,172.68
1282,113,2024-03-09 12:23:00,191.23
1283,142,2024-03-09 12:45:37,459.65
1284,103,2024-03-09 18:04:28,117.27
1285,109,2024-03-09 19:39:20,65.16
1286,112,2024-03-10 04:46:28,140.45
1287,123,2024-03-10 13:36:50,23.51
1288,114,2024-03-12 12:08:41,288.23
1289,133,2024-03-12 20:10:52,30.26
1290,118,2024-03-13 19:40:53,62.67
1291,149,2024-03-13 21:33:55,217.97
1292,141,2024-03-14 12:59:52,124.15
1293,109,2024-03-15 02:59:43,75.03
1294,123,2024-03-15 10:38:20,91.97
1295,110,2024-03-15 10:48:47,246.35
1296,119,2024-03-15 18:17:22,64.86
1297,147,2024-03-15 18:41:54,259.5
1298,105,2024-03-15 21:19:16,26.07
1299,147,2024-03-16 09:17:09,194.96
1300,123,2024-03-16 17:57:44,240.71
1301,130,2024-03-16 18:01:10,39.08
1302,125,2024-03-16 18:16:47,82.53
1303,128,2024-03-16 19:58:18,36.71
1304,134,2024-03-18 13:54:55,162.15
1305,145,2024-03-18 15:35:30,106.98
1306,148,2024-03-18 16:57:15,136.05
1307,147,2024-03-18 19:34:30,41.25
1308,125,2024-03-18 19:39:16,43.55
1309,110,2024-03-18 20:28:15,20.09
1310,114,2024-03-20 11:26:45,61.64
1311,142,2024-03-20 12:56:21,113.45
1312,146,2024-03-21 06:36:57,249.18
1313,130,2024-03-21 14:01:16,146.93
1314,141,2024-03-21 16:51:57,83.6
1315,125,2024-03-21 19:58:26,382.22
1316,114,2024-03-21 20:26:02,167.43
1317,135,2024-03-21 23:28:07,334.39
1318,148,2024-03-22 04:36:51,104.99
1319,134,2024-03-22 12:37:23,50.96
1320,110,2024-03-22 18:02:57,21.51
1321,135,2024-03-23 14:35:05,170.39
1322,111,2024-03-23 21:32:42,30.52
1323,111,2024-03-24 08:12:37,58.28
1324,121,2024-03-24 10:36:41,106.24
1325,121,2024-03-24 19:12:59,114.73
1326,122,2024-03-25 13:01:57,125.13
1327,145,2024-03-25 14:21:12,36.82
1328,107,2024-03-26 11:35:49,72.31
1329,117,2024-03-26 13:53:18,130.23
1330,102,2024-03-26 14:36:35,435.06
1331,112,2024-03-26 19:38:55,171.07
1332,142,2024-03-26 20:37:56,322.06
1333,118,2024-03-27 19:03:43,187.37
1334,111,2024-03-27 20:53:02,122.5
1335,116,2024-03-28 09:31:58,40.59
1336,149,2024-03-28 13:43:10,146.84
1337,118,2024-03-29 04:54:26,132.18
1338,135,2024-03-29 13:37:46,125.7
1339,126,2024-03-29 13:52:16,95.75
1340,116,2024-03-29 18:16:33,105.26
1341,106,2024-03-29 22:27:28,63.86
1342,144,2024-03-30 10:35:16,102.9
1343,143,2024-03-30 13:04:39,41.41
1344,147,2024-03-30 14:31:14,211.28
1345,147,2024-03-30 16:26:12,39.66
1346,148,2024-03-30 17:49:51,25.66
1347,142,2024-03-31 16:38:15,83.78
1348,112,2024-04-01 08:12:02,143.86
1349,113,2024-04-01 14:18:09,84.09
1350,104,2024-04-01 16:01:45,53.88
1351,139,2024-04-01 17:53:42,113.02
1352,102,2024-04-01 18:52:20,66.14
1353,126,2024-04-01 19:32:19,339.13
1354,127,2024-04-02 09:31:32,322.12
1355,127,2024-04-02 12:50:45,98.75
1356,115,2024-04-03 09:33:11,62.68
1357,108,2024-04-03 09:46:01,175.33
1358,107,2024-04-03 18:01:22,19.49
1359,147,2024-04-04 02:37:36,92.27
1360,146,2024-04-04 16:33:39,64.2
1361,140,2024-04-04 17:27:41,318.89
1362,112,2024-04-04 17:47:19,16.45
1363,113,2024-04-04 20:22:22,111.57
1364,143,2024-04-04 20:52:36,176.96
1365,117,2024-04-04 23:44:56,94.63
1366,117,2024-04-05 06:06:59,25.71
1367,136,2024-04-05 13:29:17,446.06
1368,121,2024-04-05 14:26:48,102.58
1369,108,2024-04-05 14:33:37,129.29
1370,105,2024-04-05 18:17:32,47.4
1371,126,2024-04-05 20:29:48,94.28
1372,116,2024-04-06 13:38:51,82.28
1373,136,2024-04-06 18:15:18,24.34
1374,128,2024-04-06 19:07:09,28.47
1375,129,2024-04-06 20:21:38,233.03
1376,147,2024-04-07 04:46:30,47.9
1377,112,2024-04-07 11:29:55,41.02
1378,137,2024-04-07 12:34:17,99.36
1379,130,2024-04-07 14:09:53,190.71
1380,123,2024-04-07 19:12:49,22.67
1381,116,2024-04-07 20:00:31,118.19
1382,114,2024-04-07 22:18:21,30.23
1383,110,2024-04-08 11:33:26,19.46
1384,107,2024-04-08 14:32:44,21.5
1385,145,2024-04-08 15:19:29,230.61
1386,137,2024-04-08 16:05:21,30.06
1387,129,2024-04-08 18:18:27,20.54
1388,103,2024-04-08 18:24:51,84.13
1389,115,2024-04-08 18:25:00,237.94
1390,136,2024-04-08 20:13:03,51.52
1391,147,2024-04-08 20:57:32,80.72
1392,146,2024-04-09 12:56:31,19.89
1393,119,2024-04-09 19:21:46,86.54
1394,113,2024-04-09 20:36:24,118.42
1395,142,2024-04-09 22:17:54,116.53
1396,121,2024-04-10 00:53:55,63.49
1397,137,2024-04-10 09:43:19,60.49
1398,127,2024-04-10 12:10:00,28.53
1399,129,2024-04-10 12:15:01,69.84
1400,120,2024-04-10 12:23:50,27.58
1401,125,2024-04-10 12:48:53,189.6
1402,106,2024-04-10 17:47:01,421.74
1403,136,2024-04-10 19:39:55,436.09
1404,102,2024-04-11 17:02:58,255.36
1405,122,2024-04-12 03:11:57,125.19
1406,132,2024-04-12 07:35:49,159.82
1407,116,2024-04-12 09:04:15,55.29
1408,118,2024-04-12 19:49:58,134.56
1409,105,2024-04-12 21:15:10,87.98
1410,136,2024-04-13 09:33:30,93.94
1411,130,2024-04-13 12:16:08,185.15
1412,145,2024-04-13 12:40:23,54.74
1413,119,2024-04-13 13:35:17,60.93
1414,123,2024-04-13 13:45:23,325.26
1415,134,2024-04-13 15:36:52,21.94
1416,113,2024-04-13 17:25:21,94.78
1417,143,2024-04-13 19:39:58,307.75
1418,129,2024-04-14 19:35:57,128.1
1419,136,2024-04-14 22:58:47,109.87
1420,122,2024-04-15 05:24:10,49.48
1421,147,2024-04-15 12:55:02,65.46
1422,136,2024-04-15 16:44:37,244.3
1423,109,2024-04-15 19:46:44,113.3
1424,139,2024-04-16 13:56:07,101.77
1425,119,2024-04-16 15:28:30,27.59
1426,138,2024-04-17 09:36:38,16.94
1427,106,2024-04-17 10:22:08,412.86
1428,147,2024-04-17 11:16:59,71.78
1429,115,2024-04-17 12:38:41,125.92
1430,120,2024-04-17 12:51:47,24.97
1431,109,2024-04-18 05:54:09,152.91
1432,132,2024-04-18 15:29:29,338.59
1433,104,2024-04-18 20:10:41,117.87
1434,150,2024-04-19 20:00:30,31.18
1435,118,2024-04-20 13:06:32,119.59
1436,105,2024-04-20 16:46:24,189.47
1437,120,2024-04-20 18:33:53,77.59
1438,123,2024-04-20 19:20:28,269.27
1439,111,2024-04-20 20:54:11,140.53
1440,137,2024-04-20 20:58:22,290.41
1441,122,2024-04-20 21:42:42,132.22
1442,104,2024-04-20 22:24:52,31.89
1443,129,2024-04-21 08:44:33,59.47
1444,144,2024-04-21 12:15:44,42.05
1445,134,2024-04-21 14:08:41,302.4
1446,113,2024-04-21 18:41:20,186.45
1447,142,2024-04-21 19:07:47,150.39
1448,109,2024-04-22 08:25:39,57.97
1449,142,2024-04-22 09:10:56,39.41
1450,131,2024-04-22 09:37:42,184.49
1451,107,2024-04-22 10:43:27,92.13
1452,104,2024-04-22 12:34:20,45.71
1453,119,2024-04-22 13:04:16,130.05
1454,142,2024-04-22 13:08:21,19.94
1455,130,2024-04-22 14:55:59,62.37
1456,131,2024-04-22 20:19:05,90.86
1457,135,2024-04-23 17:29:16,34.21
1458,121,2024-04-23 19:19:10,516.23
1459,131,2024-04-23 19:58:38,43.15
1460,119,2024-04-24 09:55:27,31.76
1461,131,2024-04-24 15:05:46,42.31
1462,132,2024-04-24 15:27:10,190.87
1463,102,2024-04-25 13:58:12,81.51
1464,110,2024-04-25 15:44:50,115.0
1465,102,2024-04-25 20:25:38,17.55
1466,102,2024-04-26 01:02:41,19.2
1467,124,2024-04-26 07:34:27,85.83
1468,117,2024-04-26 10:05:28,218.57
1469,132,2024-04-26 14:00:30,274.79
1470,116,2024-04-26 15:40:12,25.88
1471,116,2024-04-27 01:30:04,107.76
1472,146,2024-04-27 08:35:06,308.34
1473,139,2024-04-27 08:59:12,73.92
1474,131,2024-04-27 13:31:49,227.33
1475,143,2024-04-27 15:29:47,32.22
1476,124,2024-04-27 19:02:20,343.73
1477,101,2024-04-28 07:48:30,182.04
1478,111,2024-04-28 19:41:14,355.31
1479,121,2024-04-28 20:55:30,150.47
1480,104,2024-04-29 02:56:58,69.19
1481,107,2024-04-29 11:37:03,349.03
1482,126,2024-04-29 13:12:46,53.68
1483,147,2024-04-29 18:29:04,63.45
1484,150,2024-04-30 15:10:39,159.8
1485,112,2024-04-30 19:03:32,188.94
1486,131,2024-05-01 01:57:37,333.09
1487,117,2024-05-01 11:05:33,42.5
1488,133,2024-05-01 12:57:33,206.94
1489,111,2024-05-01 19:16:12,175.98
1490,128,2024-05-01 19:27:50,22.91
1491,132,2024-05-01 19:38:25,73.77
1492,101,2024-05-01 19:49:00,54.88
1493,147,2024-05-02 13:46:33,58.57
1494,128,2024-05-02 19:11:01,503.57
1495,142,2024-05-03 13:30:21,138.53
1496,107,2024-05-03 18:20:28,166.76
1497,102,2024-05-04 13:38:48,465.69
1498,142,2024-05-04 21:11:36,71.82
1499,124,2024-05-05 10:05:21,209.24
1500,104,2024-05-05 11:18:06,83.41
1501,144,2024-05-05 16:19:55,259.4
1502,119,2024-05-05 18:31:37,38.91
1503,126,2024-05-05 19:16:31,369.06
1504,111,2024-05-05 22:33:26,44.63
1505,140,2024-05-06 01:40:44,62.38
1506,150,2024-05-06 05:03:32,184.37
1507,143,2024-05-06 13:58:04,75.06
1508,111,2024-05-06 17:08:54,127.44
1509,145,2024-05-07 12:34:58,85.56
1510,103,2024-05-07 12:35:38,177.75
1511,112,2024-05-07 13:24:51,46.1
1512,103,2024-05-07 15:21:01,22.23
1513,142,2024-05-07 19:13:47,57.79
1514,127,2024-05-07 19:53:54,92.16
1515,149,2024-05-07 20:52:08,37.07
1516,102,2024-05-08 06:38:34,67.58
1517,149,2024-05-08 09:52:02,76.3
1518,116,2024-05-08 12:21:21,22.09
1519,102,2024-05-08 18:17:18,120.05
1520,130,2024-05-09 05:52:04,273.86
1521,120,2024-05-09 13:23:48,34.75
1522,138,2024-05-09 13:33:22,124.3
1523,128,2024-05-09 18:21:31,146.14
1524,125,2024-05-09 20:34:29,80.23
1525,132,2024-05-10 05:13:56,159.92
1526,110,2024-05-10 10:36:11,78.46
1527,142,2024-05-10 16:17:00,99.3
1528,140,2024-05-10 18:46:56,15.89
1529,133,2024-05-10 18:59:09,156.21
1530,113,2024-05-10 20:14:39,144.93
1531,141,2024-05-10 20:18:55,19.7
1532,142,2024-05-11 12:53:02,70.11
1533,147,2024-05-11 16:25:58,478.77
1534,137,2024-05-11 20:10:31,80.52
1535,116,2024-05-12 00:23:12,98.65
1536,145,2024-05-12 04:21:18,303.86
1537,122,2024-05-12 12:12:43,166.59
1538,120,2024-05-12 13:12:55,119.69
1539,150,2024-05-12 18:53:29,206.82
1540,143,2024-05-12 23:25:27,254.74
1541,127,2024-05-13 12:31:19,88.25
1542,141,2024-05-13 12:55:31,92.35
1543,116,2024-05-13 13:54:18,73.54
1544,134,2024-05-13 19:08:58,423.29
1545,132,2024-05-13 20:35:43,158.35
1546,126,2024-05-13 22:19:56,25.43
1547,125,2024-05-14 09:38:09,253.5
1548,102,2024-05-14 17:45:18,93.6
1549,112,2024-05-14 19:10:22,23.55
1550,140,2024-05-15 16:07:19,110.75
1551,109,2024-05-15 18:58:36,79.78
1552,112,2024-05-15 23:36:38,267.2
1553,126,2024-05-15 23:50:52,42.38
1554,109,2024-05-16 07:23:25,225.16
1555,110,2024-05-16 17:46:24,112.89
1556,132,2024-05-16 18:21:47,21.74
1557,134,2024-05-16 18:40:22,443.4
1558,148,2024-05-16 20:56:33,101.24
1559,120,2024-05-17 13:38:29,56.25
1560,139,2024-05-17 15:35:11,91.05
1561,102,2024-05-18 13:43:19,249.11
1562,101,2024-05-18 15:05:04,58.64
1563,136,2024-05-19 07:24:58,40.68
1564,124,2024-05-19 13:23:21,31.58
1565,127,2024-05-20 01:21:37,57.43
1566,102,2024-05-20 09:16:39,196.72
1567,131,2024-05-20 12:23:16,91.55
1568,114,2024-05-20 12:45:00,45.97
1569,102,2024-05-20 13:48:23,36.81
1570,129,2024-05-21 19:17:28,63.55
1571,115,2024-05-21 20:40:55,352.46
1572,112,2024-05-22 12:46:46,65.41
1573,137,2024-05-22 12:59:52,546.99
1574,128,2024-05-22 13:09:26,94.68
1575,120,2024-05-22 13:56:35,38.69
1576,139,2024-05-22 20:41:30,281.12
1577,124,2024-05-23 12:28:54,89.02
1578,121,2024-05-23 13:05:56,163.41
1579,110,2024-05-23 15:44:14,509.08
1580,146,2024-05-23 17:44:08,21.18
1581,114,2024-05-23 18:40:32,27.2
1582,137,2024-05-23 18:43:09,167.95
1583,118,2024-05-23 18:56:19,54.73
1584,124,2024-05-23 20:20:17,39.45
1585,114,2024-05-24 04:46:56,19.82
1586,134,2024-05-24 08:25:42,17.65
1587,112,2024-05-24 19:26:16,193.72
1588,122,2024-05-24 19:34:28,32.32
1589,106,2024-05-24 20:56:12,90.67
1590,136,2024-05-24 23:54:39,126.74
1591,145,2024-05-25 13:09:18,82.11
1592,136,2024-05-25 13:25:20,18.3
1593,122,2024-05-25 14:29:55,198.62
1594,114,2024-05-25 18:35:46,16.27
1595,116,2024-05-26 02:26:18,187.2
1596,136,2024-05-26 03:52:01,283.53
1597,125,2024-05-26 14:30:41,83.05
1598,132,2024-05-26 15:23:56,107.03
1599,133,2024-05-26 19:54:43,92.78
1600,145,2024-05-26 21:12:27,74.16
1601,136,2024-05-26 22:43:44,277.1
1602,120,2024-05-27 12:03:09,284.24
1603,118,2024-05-27 13:50:40,64.1
1604,138,2024-05-27 15:02:34,129.56
1605,103,2024-05-27 19:06:18,328.92
1606,123,2024-05-27 22:28:40,407.61
1607,132,2024-05-27 23:19:05,100.35
1608,145,2024-05-28 07:14:52,87.36
1609,116,2024-05-28 16:55:07,54.2
1610,105,2024-05-28 18:53:52,397.93
1611,104,2024-05-28 19:55:35,33.49
1612,121,2024-05-29 08:18:04,119.05
1613,140,2024-05-29 09:21:08,54.85
1614,114,2024-05-29 14:43:16,54.26
1615,139,2024-05-29 18:27:59,77.3
1616,131,2024-05-30 03:01:57,821.35
1617,114,2024-05-30 12:01:05,21.78
1618,106,2024-05-30 13:30:14,118.68
1619,112,2024-05-30 16:08:16,25.34
1620,116,2024-05-30 19:45:02,35.14
1621,117,2024-05-30 20:28:03,84.48
1622,145,2024-05-31 04:01:21,100.71
1623,123,2024-05-31 08:28:19,50.94
1624,114,2024-05-31 08:40:19,60.66
1625,107,2024-05-31 13:41:52,25.92
1626,146,2024-05-31 14:11:44,58.35
1627,132,2024-05-31 19:25:31,422.75
1628,115,2024-05-31 19:33:08,362.41
1629,144,2024-05-31 20:12:26,63.93
1630,117,2024-05-31 20:59:29,116.51
1631,141,2024-06-01 04:58:54,303.42
1632,147,2024-06-01 13:26:51,15.74
1633,144,2024-06-01 14:50:05,214.72
1634,134,2024-06-01 17:55:24,370.64
