customer_id,revenue,customer_type
10932,245.53,Retail/SMB
10446,563.38,Retail/SMB
10597,364.85,Retail/SMB
10818,305.24,Retail/SMB
11273,634.92,Retail/SMB
11677,437.22,Retail/SMB
10487,530.52,Retail/SMB
10681,241.48,Retail/SMB
10416,485.85,Retail/SMB
10274,464.15,Retail/SMB
11472,557.44,Retail/SMB
11830,468.14,Retail/SMB
11455,375.51,Retail/SMB
10251,569.51,Retail/SMB
10414,441.8,Retail/SMB
11386,525.44,Retail/SMB
11308,513.06,Retail/SMB
10716,501.58,Retail/SMB
10311,427.38,Retail/SMB
10927,625.39,Retail/SMB
10382,460.54,Retail/SMB
11566,232.81,Retail/SMB
10426,473.8,Retail/SMB
11875,10716.62,Enterprise VIP
10533,285.52,Retail/SMB
10753,429.23,Retail/SMB
10766,652.67,Retail/SMB
11357,197.71,Retail/SMB
10409,559.3,Retail/SMB
11615,109.6,Retail/SMB
10695,357.61,Retail/SMB
11739,626.16,Retail/SMB
10549,203.97,Retail/SMB
10937,514.7,Retail/SMB
11390,425.2,Retail/SMB
11608,541.13,Retail/SMB
11940,9028.05,Enterprise VIP
11482,891.57,Retail/SMB
10183,544.24,Retail/SMB
11941,7298.56,Enterprise VIP
11161,475.31,Retail/SMB
10171,385.72,Retail/SMB
10293,233.5,Retail/SMB
10562,130.97,Retail/SMB
11457,403.77,Retail/SMB
11877,11481.48,Enterprise VIP
11652,568.24,Retail/SMB
10850,746.32,Retail/SMB
10273,285.58,Retail/SMB
11550,563.62,Retail/SMB
11035,433.61,Retail/SMB
11744,216.01,Retail/SMB
10372,198.95,Retail/SMB
11670,641.81,Retail/SMB
10722,183.35,Retail/SMB
10734,193.65,Retail/SMB
10778,725.87,Retail/SMB
10519,449.0,Retail/SMB
10335,883.32,Retail/SMB
10846,337.94,Retail/SMB
11252,366.86,Retail/SMB
11053,366.28,Retail/SMB
11924,13491.28,Enterprise VIP
10016,441.07,Retail/SMB
10708,866.62,Retail/SMB
10901,236.6,Retail/SMB
11980,6590.11,Enterprise VIP
11573,345.37,Retail/SMB
10904,343.99,Retail/SMB
10466,805.46,Retail/SMB
11978,7710.58,Enterprise VIP
10200,308.59,Retail/SMB
11207,161.34,Retail/SMB
11056,759.45,Retail/SMB
11132,464.0,Retail/SMB
11380,287.1,Retail/SMB
10999,781.58,Retail/SMB
10728,447.89,Retail/SMB
11772,217.03,Retail/SMB
11910,7246.36,Enterprise VIP
11822,500.03,Retail/SMB
10568,407.06,Retail/SMB
10044,294.68,Retail/SMB
10275,393.72,Retail/SMB
11097,339.42,Retail/SMB
10102,510.92,Retail/SMB
11232,363.05,Retail/SMB
11722,466.73,Retail/SMB
11833,589.52,Retail/SMB
10108,807.62,Retail/SMB
11618,315.13,Retail/SMB
10498,300.15,Retail/SMB
11981,9579.32,Enterprise VIP
10882,735.23,Retail/SMB
10757,209.53,Retail/SMB
10620,526.69,Retail/SMB
11107,466.26,Retail/SMB
11936,10168.7,Enterprise VIP
10810,534.36,Retail/SMB
11038,396.53,Retail/SMB
10073,709.5,Retail/SMB
11284,424.38,Retail/SMB
11272,414.54,Retail/SMB
11335,297.35,Retail/SMB
11459,429.53,Retail/SMB
10482,662.66,Retail/SMB
11069,513.67,Retail/SMB
10507,466.39,Retail/SMB
11238,291.85,Retail/SMB
11862,11312.28,Enterprise VIP
11990,14303.77,Enterprise VIP
11477,793.51,Retail/SMB
11867,7144.82,Enterprise VIP
11456,269.37,Retail/SMB
10312,567.74,Retail/SMB
10963,289.22,Retail/SMB
10406,315.75,Retail/SMB
11331,343.57,Retail/SMB
11650,666.2,Retail/SMB
10310,158.36,Retail/SMB
10227,493.87,Retail/SMB
11858,7788.25,Enterprise VIP
10711,424.37,Retail/SMB
11944,12272.23,Enterprise VIP
11384,469.97,Retail/SMB
11786,636.62,Retail/SMB
10149,324.25,Retail/SMB
11555,316.86,Retail/SMB
11957,9504.74,Enterprise VIP
10926,431.66,Retail/SMB
10943,763.65,Retail/SMB
10837,881.04,Retail/SMB
10576,360.27,Retail/SMB
10558,927.59,Retail/SMB
11236,523.01,Retail/SMB
11361,221.43,Retail/SMB
11348,250.16,Retail/SMB
11162,459.52,Retail/SMB
11443,336.38,Retail/SMB
10287,294.43,Retail/SMB
11605,528.38,Retail/SMB
11058,225.85,Retail/SMB
10599,322.77,Retail/SMB
10933,513.55,Retail/SMB
11462,301.19,Retail/SMB
11638,377.15,Retail/SMB
11588,653.21,Retail/SMB
11041,481.01,Retail/SMB
11231,182.1,Retail/SMB
10807,294.95,Retail/SMB
10905,228.51,Retail/SMB
11680,246.01,Retail/SMB
11205,454.96,Retail/SMB
10768,189.15,Retail/SMB
10610,474.87,Retail/SMB
11993,8555.28,Enterprise VIP
11565,210.4,Retail/SMB
11423,525.84,Retail/SMB
11011,286.79,Retail/SMB
10494,310.59,Retail/SMB
11321,583.58,Retail/SMB
10278,306.49,Retail/SMB
11847,883.3,Retail/SMB
10359,590.76,Retail/SMB
11111,385.83,Retail/SMB
10237,393.27,Retail/SMB
10552,521.68,Retail/SMB
11868,10177.5,Enterprise VIP
11813,203.52,Retail/SMB
10209,626.75,Retail/SMB
11387,527.98,Retail/SMB
11561,365.08,Retail/SMB
10059,483.11,Retail/SMB
10632,409.25,Retail/SMB
11962,11136.87,Enterprise VIP
11860,8589.72,Enterprise VIP
11817,684.38,Retail/SMB
10364,240.43,Retail/SMB
10506,316.66,Retail/SMB
11166,389.26,Retail/SMB
11122,536.45,Retail/SMB
11630,334.9,Retail/SMB
11217,531.95,Retail/SMB
11152,336.17,Retail/SMB
11125,496.17,Retail/SMB
11595,171.02,Retail/SMB
10119,464.18,Retail/SMB
11250,476.07,Retail/SMB
11994,7342.4,Enterprise VIP
10523,427.02,Retail/SMB
10514,616.46,Retail/SMB
10082,839.8,Retail/SMB
10916,358.21,Retail/SMB
11019,441.97,Retail/SMB
10381,429.78,Retail/SMB
11030,861.05,Retail/SMB
11689,167.45,Retail/SMB
10085,614.55,Retail/SMB
11678,828.51,Retail/SMB
10330,630.5,Retail/SMB
10007,325.23,Retail/SMB
10746,415.17,Retail/SMB
11554,616.42,Retail/SMB
10915,865.34,Retail/SMB
10874,162.04,Retail/SMB
10452,620.17,Retail/SMB
10491,723.55,Retail/SMB
11481,523.26,Retail/SMB
10288,227.18,Retail/SMB
10949,544.15,Retail/SMB
11986,10200.32,Enterprise VIP
11369,703.93,Retail/SMB
11147,526.52,Retail/SMB
10706,870.33,Retail/SMB
11727,545.75,Retail/SMB
11702,80.62,Retail/SMB
11629,490.97,Retail/SMB
11600,223.89,Retail/SMB
11539,841.23,Retail/SMB
11406,360.53,Retail/SMB
11651,325.77,Retail/SMB
10328,506.48,Retail/SMB
10443,916.74,Retail/SMB
10775,505.85,Retail/SMB
11088,1029.85,Retail/SMB
11221,663.53,Retail/SMB
11636,438.25,Retail/SMB
10178,485.73,Retail/SMB
11323,106.78,Retail/SMB
10705,268.8,Retail/SMB
10087,160.6,Retail/SMB
11884,11283.89,Enterprise VIP
11948,11133.19,Enterprise VIP
10458,408.76,Retail/SMB
11829,979.21,Retail/SMB
10055,438.03,Retail/SMB
11502,237.66,Retail/SMB
10644,531.32,Retail/SMB
10678,224.07,Retail/SMB
10222,274.59,Retail/SMB
10114,587.62,Retail/SMB
10983,356.04,Retail/SMB
11229,101.86,Retail/SMB
11000,861.07,Retail/SMB
10175,304.16,Retail/SMB
10782,188.53,Retail/SMB
10590,322.65,Retail/SMB
11560,167.3,Retail/SMB
10019,414.24,Retail/SMB
10424,675.69,Retail/SMB
11344,474.78,Retail/SMB
10286,182.31,Retail/SMB
11584,360.69,Retail/SMB
10429,200.3,Retail/SMB
11510,599.1,Retail/SMB
11319,532.56,Retail/SMB
10670,156.38,Retail/SMB
10032,340.63,Retail/SMB
10941,346.58,Retail/SMB
10723,279.73,Retail/SMB
10995,532.67,Retail/SMB
10215,394.45,Retail/SMB
10814,123.59,Retail/SMB
10327,335.69,Retail/SMB
10561,329.43,Retail/SMB
11113,413.14,Retail/SMB
10701,426.46,Retail/SMB
11579,392.82,Retail/SMB
11190,238.59,Retail/SMB
10342,327.05,Retail/SMB
10630,469.83,Retail/SMB
10148,629.0,Retail/SMB
11310,224.55,Retail/SMB
10361,525.31,Retail/SMB
10084,352.45,Retail/SMB
10049,372.22,Retail/SMB
10469,635.69,Retail/SMB
10156,284.28,Retail/SMB
10773,73.55,Retail/SMB
11240,421.17,Retail/SMB
11201,439.08,Retail/SMB
11403,321.0,Retail/SMB
11203,453.03,Retail/SMB
11631,220.38,Retail/SMB
10501,492.14,Retail/SMB
11765,254.35,Retail/SMB
10180,309.2,Retail/SMB
11048,658.38,Retail/SMB
11756,425.92,Retail/SMB
10951,250.44,Retail/SMB
11317,170.87,Retail/SMB
11620,447.78,Retail/SMB
10529,457.94,Retail/SMB
10347,318.0,Retail/SMB
11388,205.8,Retail/SMB
11961,9803.22,Enterprise VIP
11051,644.02,Retail/SMB
11973,8528.55,Enterprise VIP
11442,254.55,Retail/SMB
10602,680.96,Retail/SMB
11282,322.05,Retail/SMB
10244,536.01,Retail/SMB
11337,313.46,Retail/SMB
11068,267.86,Retail/SMB
11476,435.13,Retail/SMB
10313,154.61,Retail/SMB
10436,530.73,Retail/SMB
11899,6725.97,Enterprise VIP
11329,730.6,Retail/SMB
10309,550.21,Retail/SMB
10431,281.32,Retail/SMB
10661,854.97,Retail/SMB
10371,155.34,Retail/SMB
10567,243.77,Retail/SMB
10980,499.95,Retail/SMB
10182,442.48,Retail/SMB
11363,545.35,Retail/SMB
10622,199.85,Retail/SMB
10819,382.64,Retail/SMB
11193,1166.67,Retail/SMB
10953,830.16,Retail/SMB
11422,559.51,Retail/SMB
11841,824.17,Retail/SMB
10923,180.36,Retail/SMB
11074,364.58,Retail/SMB
10297,548.27,Retail/SMB
10967,699.53,Retail/SMB
10462,331.56,Retail/SMB
11303,559.48,Retail/SMB
11177,328.15,Retail/SMB
10378,704.6,Retail/SMB
10799,541.6,Retail/SMB
11103,746.11,Retail/SMB
10106,493.73,Retail/SMB
10127,536.16,Retail/SMB
11996,11532.09,Enterprise VIP
10839,725.89,Retail/SMB
10356,479.35,Retail/SMB
11617,319.82,Retail/SMB
10683,439.85,Retail/SMB
10813,232.41,Retail/SMB
11681,433.75,Retail/SMB
10210,384.08,Retail/SMB
11493,625.88,Retail/SMB
10141,426.84,Retail/SMB
11975,7278.27,Enterprise VIP
11340,311.27,Retail/SMB
11798,880.1,Retail/SMB
11575,495.78,Retail/SMB
11182,228.55,Retail/SMB
11394,589.63,Retail/SMB
11816,153.84,Retail/SMB
10712,274.16,Retail/SMB
11794,245.95,Retail/SMB
10893,165.7,Retail/SMB
10860,654.32,Retail/SMB
10011,237.04,Retail/SMB
11695,58.61,Retail/SMB
11428,643.82,Retail/SMB
10283,390.55,Retail/SMB
10811,344.38,Retail/SMB
11342,805.96,Retail/SMB
10292,259.78,Retail/SMB
10755,430.92,Retail/SMB
10627,352.53,Retail/SMB
10944,763.49,Retail/SMB
10862,377.35,Retail/SMB
10130,1884.23,Retail/SMB
11176,208.05,Retail/SMB
10324,435.73,Retail/SMB
11091,985.65,Retail/SMB
10844,331.02,Retail/SMB
10964,535.88,Retail/SMB
11865,7288.13,Enterprise VIP
10866,946.93,Retail/SMB
10922,441.59,Retail/SMB
10696,741.69,Retail/SMB
10216,508.24,Retail/SMB
11781,536.31,Retail/SMB
11262,245.71,Retail/SMB
10159,38.15,Retail/SMB
11059,335.89,Retail/SMB
10989,382.3,Retail/SMB
10842,570.27,Retail/SMB
10635,643.22,Retail/SMB
10517,570.38,Retail/SMB
11429,283.96,Retail/SMB
11748,681.43,Retail/SMB
10598,153.84,Retail/SMB
10196,254.26,Retail/SMB
11784,211.26,Retail/SMB
10870,837.54,Retail/SMB
10411,890.34,Retail/SMB
10097,951.22,Retail/SMB
11001,762.8,Retail/SMB
11506,578.37,Retail/SMB
10157,518.5,Retail/SMB
10420,312.76,Retail/SMB
11803,599.29,Retail/SMB
10478,238.3,Retail/SMB
11856,12238.53,Enterprise VIP
10669,186.33,Retail/SMB
11418,261.31,Retail/SMB
11872,6727.16,Enterprise VIP
11300,172.61,Retail/SMB
10448,401.51,Retail/SMB
10554,767.32,Retail/SMB
10179,264.81,Retail/SMB
10391,272.91,Retail/SMB
10579,789.9,Retail/SMB
11478,791.2,Retail/SMB
11707,374.79,Retail/SMB
11288,217.79,Retail/SMB
11645,654.31,Retail/SMB
11024,284.16,Retail/SMB
10821,530.15,Retail/SMB
11825,283.53,Retail/SMB
10985,229.13,Retail/SMB
11339,384.9,Retail/SMB
10665,871.33,Retail/SMB
10143,118.13,Retail/SMB
11517,767.25,Retail/SMB
11430,203.05,Retail/SMB
10865,235.39,Retail/SMB
10422,460.03,Retail/SMB
10637,1035.39,Retail/SMB
11407,608.21,Retail/SMB
10800,722.54,Retail/SMB
11404,804.36,Retail/SMB
10616,221.83,Retail/SMB
10295,646.01,Retail/SMB
10924,953.99,Retail/SMB
11269,378.25,Retail/SMB
11903,11791.66,Enterprise VIP
10089,474.69,Retail/SMB
10042,775.98,Retail/SMB
11802,231.65,Retail/SMB
11934,14074.92,Enterprise VIP
10132,571.08,Retail/SMB
11002,433.3,Retail/SMB
11158,258.88,Retail/SMB
11095,524.37,Retail/SMB
11855,10353.25,Enterprise VIP
11345,494.35,Retail/SMB
11499,206.48,Retail/SMB
10165,241.62,Retail/SMB
10725,225.66,Retail/SMB
10291,433.72,Retail/SMB
11209,395.58,Retail/SMB
11589,344.09,Retail/SMB
11897,6431.69,Enterprise VIP
11642,629.95,Retail/SMB
