customer_id,customer_pain_index,support_tickets,churn,transactions_per_month,engagement,tenure_days,revenue
10048,52.0,8,1,10.87,67.85,1308,1189.57
10049,54.7,8,0,11.87,52.87,675,594.0
10050,18.5,2,0,16.6,95.21,749,666.69
10051,97.0,14,1,5.71,20.49,642,521.88
10052,77.5,11,1,3.61,31.28,513,251.49
10053,93.9,14,1,2.25,19.38,1099,228.81
10054,89.5,13,1,7.81,27.9,1496,839.81
10055,59.8,9,0,13.11,66.15,677,1391.48
10056,92.2,13,1,4.35,20.34,821,253.04
10057,8.8,2,0,18.18,93.83,608,1372.57
10058,19.6,2,0,17.65,82.38,1057,1562.25
10059,4.5,1,0,20.71,96.18,30,1221.44
10060,32.5,5,0,11.06,67.46,1343,372.71
10061,38.9,6,0,12.4,58.48,138,925.16
10062,27.1,4,0,15.26,81.93,489,475.4
10063,82.9,11,1,8.98,40.74,295,1037.71
10064,35.7,5,0,19.65,111.82,1191,1998.44
10065,28.1,5,0,15.33,66.46,1487,724.82
10066,54.3,9,1,9.05,36.99,73,505.73
10067,14.1,2,0,18.69,105.72,915,2213.93
10068,80.2,12,1,10.61,46.26,973,675.0
10069,7.5,1,0,19.1,108.49,1012,1920.22
10070,98.7,14,1,3.38,25.59,291,237.32
10071,77.2,12,1,10.33,47.96,757,1113.25
10072,19.9,3,0,18.35,69.04,662,1712.75
10073,0.6,1,0,17.87,85.57,181,572.95
10074,81.5,13,1,8.53,42.01,242,481.9
10075,70.7,11,1,11.39,66.93,1045,913.7
10076,72.9,11,1,11.43,71.54,1287,1295.66
10077,77.1,12,1,8.3,32.65,892,325.22
10078,7.4,0,0,18.17,95.63,652,1528.18
10079,35.8,5,0,17.08,90.02,390,976.91
10080,11.6,2,0,15.84,87.3,349,1743.03
10081,86.3,13,1,7.93,43.3,251,784.0
10082,62.3,9,1,7.91,17.57,239,500.49
10083,33.1,5,0,17.17,80.78,1449,773.32
10084,6.4,1,0,18.53,76.81,960,575.08
10085,31.1,5,0,17.87,83.65,518,1535.07
10086,32.5,5,0,16.11,87.62,630,1072.14
10087,73.0,11,1,6.61,34.93,803,385.55
10088,63.8,10,1,13.29,75.85,907,1577.46
10089,88.7,14,1,9.79,50.58,729,704.42
10090,47.2,7,0,14.68,56.83,481,1431.09
10091,12.0,2,0,16.68,53.6,442,766.73
10092,71.3,11,1,8.69,43.27,505,271.22
10093,76.1,11,1,8.88,40.38,285,600.12
10094,56.1,8,0,10.17,38.56,1203,914.38
10095,77.1,11,1,11.82,38.88,156,893.52
10096,49.4,8,0,12.88,54.11,421,1418.63
10097,52.3,8,0,6.75,30.36,509,466.14
10098,42.8,6,0,14.27,75.49,1022,827.52
10099,2.5,1,0,18.92,92.8,1450,2127.45
10100,10.8,2,0,18.23,104.39,952,1214.34
10101,3.1,1,0,18.79,79.32,431,1019.7
10102,63.6,10,1,12.07,67.19,303,468.19
10103,31.4,5,0,17.52,84.59,874,1776.49
10104,50.9,7,0,12.94,69.41,168,1349.1
10105,90.8,13,1,5.71,22.82,132,188.41
10106,24.9,4,0,16.18,88.92,1295,1007.66
10107,41.0,7,0,13.88,69.72,1170,1353.15
10108,75.6,12,1,7.06,26.75,1267,813.13
10109,22.9,4,0,17.73,84.98,513,1134.78
10110,7.7,2,0,19.77,92.38,558,2144.74
10111,29.0,4,0,18.73,95.04,253,1225.59
10112,16.1,2,0,20.09,84.04,1323,927.24
10113,93.0,14,1,4.68,22.16,1187,141.85
10114,80.8,12,1,9.52,49.85,143,568.5
10115,63.3,10,1,8.6,41.63,1494,550.94
10116,87.1,14,1,8.32,54.08,673,957.3
10117,80.4,12,1,6.91,41.3,680,335.46
10118,18.7,3,0,15.15,72.64,1418,975.67
10119,89.3,13,1,7.17,36.69,1285,231.33
10120,53.9,8,0,6.56,34.59,487,647.59
10121,80.7,12,1,4.39,25.31,404,493.27
10122,89.6,13,1,6.2,10.59,640,318.7
10123,31.8,5,0,15.39,70.71,236,1055.9
10124,11.0,1,0,17.61,68.94,1496,721.84
10125,22.8,3,0,13.42,77.84,946,954.37
10126,42.7,6,0,11.96,56.77,350,502.33
10127,81.8,12,1,8.51,38.82,122,656.13
10128,86.1,13,1,8.25,49.02,1461,792.96
10129,0.7,0,0,19.86,99.76,1211,1584.84
10130,51.1,8,1,14.65,58.47,901,762.82
10131,41.7,7,0,14.53,69.0,128,898.56
10132,22.2,3,0,15.17,69.3,254,1326.94
10133,12.0,2,0,17.64,66.35,881,1465.5
10134,33.8,5,0,12.13,50.98,470,513.22
10135,94.3,14,1,5.64,25.14,749,598.1
10136,32.3,4,0,17.38,82.22,614,1264.69
10137,51.9,7,1,13.59,49.67,1454,606.29
10138,70.3,11,1,12.26,70.94,93,503.33
10139,36.4,6,0,13.94,65.84,797,1629.58
10140,97.2,14,1,8.12,39.37,589,449.35
10141,96.2,14,1,5.18,29.07,1332,578.99
10142,25.2,4,0,19.17,83.74,699,1283.48
10143,49.7,7,0,12.5,64.79,1301,809.16
10144,30.1,5,0,16.9,77.27,397,1573.11
10145,28.5,4,0,18.68,80.25,773,577.02
10146,3.7,1,0,19.06,97.51,647,1151.76
10147,61.0,9,1,11.29,69.85,1035,646.22
10148,50.3,8,0,15.04,79.8,1151,1626.26
10149,5.1,1,0,18.96,100.7,1321,1471.7
10150,27.9,4,0,13.18,57.8,1113,827.85
10151,90.8,14,1,10.66,34.39,529,575.08
10152,24.0,3,0,15.47,89.9,1361,1286.27
10153,14.5,2,0,18.14,108.64,1036,791.82
10154,48.9,7,0,14.97,88.06,440,780.81
10155,98.6,15,1,4.0,15.67,1047,225.7
10156,24.2,3,0,14.35,56.76,1193,1215.61
10157,67.2,9,1,10.43,38.87,1381,663.27
10158,76.2,11,1,4.99,6.27,493,376.85
10159,23.8,5,0,15.86,75.0,731,1404.24
10160,72.8,11,1,9.57,62.8,192,1110.74
10161,36.8,6,0,13.94,65.42,89,1377.76
10162,63.2,9,0,7.43,38.84,1084,493.9
10163,63.4,10,1,13.69,80.16,362,1332.65
10164,53.6,8,1,12.17,54.17,105,1405.3
10165,9.0,1,0,21.51,124.62,346,1612.05
10166,83.5,13,1,6.95,54.28,1470,465.27
10167,32.1,5,0,13.43,63.09,219,497.2
10168,18.7,3,0,17.74,79.09,1368,1956.96
10169,4.1,1,0,18.96,98.33,325,989.32
10170,59.1,9,1,8.78,38.49,530,313.94
10171,67.8,10,1,12.78,49.2,206,1001.29
10172,1.7,0,0,18.51,102.3,829,1964.48
10173,51.2,8,0,8.64,54.24,835,575.4
10174,22.6,3,0,19.26,94.08,889,1935.17
10175,64.5,10,1,9.31,31.43,244,980.12
10176,17.4,3,0,16.17,64.71,682,1146.39
10177,69.1,10,1,6.11,30.45,626,508.27
10178,38.7,5,1,17.68,79.62,1385,1379.96
10179,93.7,14,1,3.37,12.59,157,385.96
10180,13.8,2,0,18.05,97.37,1322,1720.08
10181,34.1,5,0,16.71,87.91,580,1892.92
10182,11.3,2,0,19.14,106.34,1419,953.19
10183,92.5,14,1,6.01,18.45,648,348.11
10184,87.7,14,1,3.44,12.91,377,125.15
10185,25.8,3,0,14.51,77.62,171,1088.13
10186,66.0,10,1,10.48,55.01,1198,1138.68
10187,81.7,12,1,6.17,45.71,821,366.6
10188,55.5,8,1,12.08,62.4,274,501.87
10189,53.0,8,1,13.42,83.82,1495,485.27
10190,24.2,4,0,18.3,93.51,732,1286.03
10191,9.3,1,0,16.15,88.67,1343,722.91
10192,89.7,14,1,10.94,49.12,1165,668.97
10193,90.0,13,1,8.03,38.69,243,833.5
10194,63.3,9,1,10.5,59.96,229,677.92
10195,33.9,5,0,17.09,98.97,434,1450.74
10196,34.9,5,0,19.49,101.21,450,1465.54
10197,72.6,11,1,6.23,29.03,36,589.78
10198,89.7,14,1,6.09,43.69,621,268.29
10199,88.7,13,1,1.94,-13.7,315,218.91
10200,78.0,12,1,8.69,26.78,700,764.09
10201,64.2,10,1,11.1,60.44,418,603.68
10202,8.4,2,0,18.66,89.72,445,766.79
10203,16.2,3,0,16.27,84.45,813,707.34
10204,89.9,13,1,2.42,12.29,1036,243.06
10205,60.6,9,1,11.65,61.91,1203,966.13
10206,0.9,0,0,22.77,100.74,1044,1463.39
10207,10.1,1,0,17.3,89.03,457,1037.33
10208,66.4,10,1,10.93,62.91,1034,1169.71
10209,0.5,0,0,16.79,93.41,1346,1825.55
10210,16.1,2,0,18.5,109.94,363,1522.8
10211,54.9,8,1,10.98,55.27,301,847.75
10212,69.2,10,1,8.1,41.76,1096,838.19
10213,65.2,9,1,8.7,25.77,348,847.73
10214,22.4,4,0,15.85,70.5,556,1046.56
10215,71.2,10,1,10.08,46.36,789,377.46
10216,23.7,4,0,13.82,77.36,1225,1370.46
10217,32.5,6,0,14.32,62.32,350,647.02
10218,74.6,11,1,8.72,50.22,768,274.45
10219,65.0,10,1,8.06,38.67,1097,853.53
10220,84.9,13,1,10.85,50.22,483,890.16
10221,65.8,10,1,8.43,43.08,775,929.41
10222,56.8,9,1,10.14,44.56,958,746.44
10223,9.4,1,0,16.64,75.37,877,1886.7
10224,36.8,6,0,18.08,68.88,897,1118.38
10225,26.5,3,0,17.13,79.62,803,1630.9
10226,24.4,4,0,14.47,64.42,112,826.07
10227,97.3,14,1,7.62,31.16,572,229.4
10228,39.3,6,0,14.5,73.98,351,930.57
10229,89.2,13,1,7.13,41.14,815,687.32
10230,63.1,10,1,9.84,49.67,1287,428.06
10231,79.5,13,1,6.58,42.04,569,496.34
10232,50.3,7,0,13.14,69.12,281,645.29
10233,57.7,9,1,10.26,46.15,865,376.71
10234,49.3,7,0,16.25,73.14,478,1390.52
10235,19.5,3,0,14.53,73.03,1292,1680.79
10236,72.2,11,1,12.24,64.78,519,709.47
10237,28.1,4,0,15.57,89.41,493,1280.76
10238,2.4,1,0,20.23,109.61,343,2343.13
10239,64.5,10,1,11.98,51.82,1228,1060.75
10240,17.7,3,0,16.08,76.11,1233,1456.53
10241,94.0,14,1,7.62,43.62,414,351.31
10242,95.4,14,1,0.5,13.61,324,37.17
10243,91.5,13,1,4.84,33.09,1268,305.1
10244,37.0,6,0,12.6,59.81,1015,912.07
10245,1.5,1,0,17.26,69.68,791,1761.8
10246,92.8,14,1,5.65,16.63,798,403.77
10247,42.8,6,0,14.35,71.74,1128,511.67
10248,96.7,14,1,6.91,36.76,373,770.46
10249,96.4,14,1,6.03,17.41,171,476.57
10250,85.3,13,1,5.87,28.64,747,664.51
10251,29.4,5,0,16.32,84.96,1252,1330.27
10252,38.5,6,0,14.47,57.37,1224,524.79
10253,85.1,13,1,9.11,55.33,435,726.6
10254,31.7,5,0,16.8,76.68,257,1374.52
10255,16.9,2,0,17.52,97.3,440,863.57
10256,55.7,8,1,9.85,41.68,981,713.07
10257,93.6,15,1,4.65,11.54,927,331.78
10258,69.6,10,1,8.46,35.8,720,728.06
10259,57.0,8,1,10.82,50.94,907,577.41
10260,9.7,1,0,19.08,87.5,816,1571.38
10261,61.5,10,1,12.21,56.34,91,631.08
10262,99.0,15,1,5.05,27.75,1380,354.41
10263,14.0,2,0,17.93,84.27,908,735.91
10264,51.8,8,1,12.51,59.35,1186,417.3
10265,87.7,14,1,5.81,9.94,1242,341.94
10266,74.1,11,1,7.04,37.9,385,385.17
10267,69.7,10,0,6.03,28.01,100,401.74
10268,70.2,11,1,8.07,55.64,292,940.79
10269,35.9,5,0,15.55,64.77,335,1197.36
10270,29.4,5,0,14.19,49.12,587,1132.16
10271,80.9,11,1,7.38,41.91,1277,846.81
10272,81.0,13,1,8.78,45.78,1381,991.29
10273,86.7,13,1,8.04,28.0,791,880.94
10274,91.3,14,1,4.14,3.81,617,160.71
10275,51.1,8,1,14.32,84.88,103,1247.08
10276,50.2,7,0,14.73,85.55,171,1513.2
10277,79.8,12,1,5.77,1.58,131,607.01
10278,65.0,10,1,8.6,36.47,1118,705.3
10279,70.2,11,1,11.85,74.35,222,374.16
10280,79.6,12,1,7.77,32.3,982,914.02
10281,89.0,14,1,2.21,5.46,1115,160.22
10282,33.8,4,0,12.13,55.26,1294,793.59
10283,37.6,6,0,13.87,54.81,439,909.11
10284,9.4,1,0,16.26,60.15,329,1108.5
10285,57.8,8,1,10.5,61.45,1248,543.86
10286,3.6,0,0,19.53,74.39,483,1161.25
10287,46.6,7,0,15.94,79.11,603,1891.79
10288,54.3,9,1,11.28,63.45,648,712.16
10289,28.7,4,0,17.85,70.44,666,1381.68
10290,59.1,9,1,14.0,57.5,330,1488.85
10291,3.1,0,0,22.41,120.31,808,1736.07
10292,3.7,1,0,20.01,101.64,1018,1184.61
10293,82.3,12,1,3.73,11.42,231,287.72
10294,36.0,6,0,15.52,87.12,703,624.96
10295,12.7,2,0,20.19,109.58,331,841.94
10296,52.2,8,1,12.0,60.43,366,1109.64
10297,77.0,11,1,11.94,47.86,61,1344.1
10298,21.6,3,1,18.48,84.36,1151,1761.35
10299,62.3,10,1,11.79,59.6,802,432.87
10300,8.5,1,0,20.89,98.29,1244,1384.18
10301,5.2,1,0,19.89,105.33,1101,601.27
10302,53.1,8,1,7.04,17.73,1303,535.1
10303,54.1,8,0,10.89,36.58,1279,516.06
10304,63.7,10,1,12.83,63.48,1325,1387.35
10305,72.6,10,1,7.49,30.79,694,295.03
10306,97.6,15,1,4.92,17.03,357,148.23
10307,51.6,8,1,10.17,30.25,826,718.03
10308,32.3,5,0,18.72,90.06,1233,823.47
10309,79.5,12,1,11.44,54.36,843,1103.03
10310,27.1,4,0,14.17,74.88,694,1598.29
10311,43.9,6,0,13.71,66.53,775,463.05
10312,7.8,1,0,17.46,82.42,1076,1145.42
10313,2.5,0,0,20.85,112.44,959,2496.02
10314,96.3,14,1,6.58,17.8,992,631.29
10315,83.6,13,1,9.08,49.22,1423,1051.34
10316,69.6,10,1,10.22,31.51,1298,457.52
10317,40.9,6,0,19.74,85.95,1213,985.48
10318,17.3,3,0,15.34,60.9,402,673.93
10319,15.6,2,0,14.23,76.51,314,814.14
10320,25.0,3,0,15.46,73.52,550,1471.71
10321,54.9,9,0,8.63,41.28,726,387.01
10322,71.5,10,1,6.3,18.62,836,486.24
10323,66.0,10,1,8.09,35.69,676,438.71
10324,28.0,4,0,13.96,58.99,165,1460.6
10325,95.5,15,1,3.77,22.12,125,115.34
10326,73.8,11,1,9.97,37.45,1172,499.3
10327,55.4,8,1,10.67,65.18,1427,901.31
10328,61.2,10,1,10.47,32.66,303,405.23
10329,42.0,7,0,15.49,65.88,907,1114.79
10330,24.8,4,0,14.75,88.41,879,1021.57
10331,35.6,5,0,14.13,63.26,1230,1508.05
10332,75.8,11,1,9.36,31.12,813,807.63
10333,1.4,0,0,15.9,78.62,1330,1392.41
10334,11.6,2,0,13.49,59.76,1191,1560.29
10335,4.6,1,0,20.0,87.22,161,2368.25
10336,4.1,1,0,20.37,86.27,1097,1808.97
10337,85.5,13,1,11.3,83.31,1176,869.88
10338,70.4,10,1,9.76,44.21,1189,826.8
10339,47.4,8,0,14.53,49.53,1420,936.02
10340,9.8,1,0,18.14,102.76,402,2156.32
10341,49.2,7,1,13.22,69.87,1179,1235.43
10342,47.3,7,0,16.23,69.86,1492,911.97
10343,17.3,3,0,13.15,53.32,837,462.87
10344,43.4,8,0,14.32,75.81,773,487.24
10345,39.9,6,1,18.29,85.2,80,886.01
10346,61.6,9,1,11.33,34.16,1190,577.4
10347,63.5,10,1,13.77,84.86,1211,927.47
10348,4.5,1,0,18.06,82.13,85,891.01
10349,37.5,5,0,14.32,84.44,773,1242.72
10350,62.6,10,1,10.68,64.69,457,523.46
10351,50.3,8,0,8.02,27.99,472,376.21
10352,85.6,13,1,4.82,33.98,355,349.02
10353,65.9,10,1,7.93,31.22,669,872.14
10354,16.3,3,0,19.2,72.56,858,1385.23
10355,7.1,1,0,20.69,94.85,109,1391.33
10356,64.2,9,0,11.01,57.02,503,903.13
10357,2.7,0,0,21.25,97.14,406,1129.42
10358,58.6,8,1,10.89,49.05,948,673.1
10359,94.0,14,1,8.3,51.85,362,408.73
10360,57.5,9,1,11.39,55.79,1228,927.86
10361,38.8,6,0,14.29,59.74,470,1325.61
10362,64.3,10,1,9.82,54.51,155,890.01
10363,45.8,7,0,14.5,71.68,248,767.54
10364,54.6,8,1,10.97,26.18,977,1098.85
10365,94.1,14,1,7.83,42.08,307,415.27
10366,38.6,6,0,11.94,61.43,624,519.72
10367,96.1,15,1,3.38,16.44,964,207.81
10368,90.5,14,1,7.79,46.75,170,652.78
10369,19.6,3,0,16.89,74.01,875,722.56
10370,6.9,1,0,18.05,90.17,1037,1594.32
10371,10.1,1,0,20.27,80.84,906,2182.59
10372,1.8,0,0,18.51,93.12,139,1043.64
10373,9.4,2,0,18.18,107.77,1105,1282.03
10374,68.3,10,1,12.55,49.79,642,634.38
10375,7.1,1,0,22.01,97.67,742,1375.92
10376,31.9,5,0,18.36,80.67,1372,587.1
10377,84.5,13,1,6.76,33.81,1252,783.07
10378,2.3,0,0,22.11,94.97,825,1490.88
10379,81.4,12,1,5.89,32.7,758,594.88
10380,28.2,4,0,13.96,75.9,1099,598.02
10381,11.8,2,0,13.53,70.55,534,1395.1
10382,69.7,10,1,12.89,43.3,1070,1384.56
10383,62.9,9,1,8.84,52.88,344,834.43
10384,87.7,14,1,6.58,41.43,1489,732.28
10385,73.5,11,1,7.15,43.04,1441,322.09
10386,80.3,12,1,9.34,48.75,106,680.73
10387,28.2,5,0,15.02,74.41,1007,1288.86
10388,17.7,3,0,14.73,81.54,928,1232.27
10389,75.1,12,1,9.62,66.37,1424,1034.09
10390,80.7,12,1,5.03,14.14,1218,248.54
10391,99.1,15,1,3.47,27.98,1077,158.95
10392,41.3,6,1,9.6,45.17,741,506.92
10393,37.2,6,0,11.57,54.17,1088,1275.47
10394,77.6,12,1,8.71,25.67,883,998.97
10395,34.1,5,0,10.96,49.62,1191,890.68
10396,93.1,14,1,3.08,4.31,738,231.38
10397,85.8,12,1,7.12,29.31,294,601.53
10398,42.9,7,0,12.48,48.37,362,1066.64
10399,75.1,11,1,12.72,56.34,217,576.56
10400,75.5,11,1,12.35,55.02,1116,1133.45
10401,10.3,1,0,16.72,81.27,849,1182.3
10402,90.3,14,1,7.58,19.43,1332,580.36
10403,50.5,7,0,13.92,51.64,1224,455.58
10404,82.6,13,1,6.41,34.57,328,633.37
10405,32.0,5,0,12.21,50.23,230,1284.35
10406,89.6,13,1,6.54,42.67,1188,560.79
10407,38.9,5,0,13.82,68.7,301,1345.86
10408,1.1,1,0,18.97,97.43,564,1461.52
10409,90.5,14,1,7.3,49.85,1495,625.26
10410,9.1,1,0,17.13,78.97,1140,1122.21
10411,31.9,5,0,12.91,55.94,60,1307.38
10412,95.0,14,1,5.97,37.81,1174,430.7
10413,95.1,15,1,6.51,36.6,98,593.84
10414,57.3,9,1,9.05,41.47,912,777.65
10415,63.2,9,1,12.38,74.03,990,1153.92
10416,44.8,6,0,9.73,44.48,856,979.51
10417,29.3,4,0,14.45,69.7,953,1100.28
10418,32.9,5,0,14.55,70.06,1199,1501.21
10419,67.3,10,1,8.64,31.66,1013,645.87
10420,75.2,11,1,7.58,37.2,1386,880.02
10421,79.2,12,1,11.87,71.64,510,1160.18
10422,79.0,12,1,6.45,35.63,1316,292.85
10423,9.1,1,0,23.51,113.17,322,2460.62
10424,49.4,7,1,13.46,62.91,1482,1071.99
10425,5.8,1,0,19.32,96.21,115,2291.38
10426,55.0,8,1,12.71,68.88,1069,1203.56
10427,44.2,7,0,18.44,94.91,757,693.25
10428,88.8,14,1,4.7,19.08,657,308.07
10429,35.1,5,0,12.5,63.41,147,956.93
10430,11.7,1,0,16.73,85.34,299,1765.2
10431,14.3,2,0,17.92,75.44,1448,1713.89
10432,76.2,11,1,5.13,26.39,1008,324.43
10433,61.8,9,1,10.77,29.0,884,956.47
10434,10.1,1,0,21.87,110.04,191,1791.63
10435,8.4,1,0,19.04,98.33,729,787.2
10436,70.1,10,1,8.9,50.57,1157,455.12
10437,7.3,1,0,17.67,80.67,196,1072.59
10438,82.2,12,1,9.47,48.7,329,450.71
10439,70.6,10,1,7.75,52.15,57,337.22
10440,8.1,1,0,22.47,122.7,1477,791.79
10441,8.5,1,0,22.59,108.13,591,2452.8
10442,98.7,15,1,5.71,28.87,912,319.79
10443,37.4,6,0,14.36,80.59,185,806.01
10444,37.1,6,0,16.5,63.44,1377,801.25
10445,81.3,12,1,10.0,44.61,1401,727.86
10446,94.7,15,1,4.18,34.09,1174,318.86
10447,98.6,15,1,4.16,30.21,681,202.78
10448,75.3,11,1,6.05,32.92,850,512.87
10449,37.6,6,0,15.17,57.0,590,1442.21
10450,8.4,2,0,20.08,95.86,1217,1278.0
10451,77.7,11,1,5.64,20.88,1115,466.38
10452,55.8,8,1,10.71,54.88,1393,805.47
10453,42.4,7,0,10.94,44.01,341,520.74
10454,90.6,14,1,4.61,11.36,405,441.18
10455,11.1,2,0,19.43,71.58,1399,1984.4
10456,49.3,8,1,11.14,66.3,179,984.68
10457,1.1,0,0,19.23,88.11,614,1137.47
10458,46.9,6,1,9.72,48.31,610,1102.36
10459,5.6,1,0,19.53,93.72,1006,1386.28
10460,11.9,2,0,18.13,75.82,206,977.73
10461,11.8,2,0,16.78,67.32,383,1119.92
10462,64.9,10,1,9.88,36.87,543,911.79
10463,74.6,11,1,9.17,36.42,338,973.25
10464,58.3,9,1,9.62,50.03,148,597.32
10465,96.2,15,1,2.61,4.17,796,132.94
10466,37.5,6,0,17.99,104.69,1025,1554.06
10467,28.6,5,0,14.45,80.15,1002,1631.54
10468,86.9,13,1,6.78,41.03,945,315.25
10469,22.4,4,0,18.67,88.36,507,1909.41
10470,96.3,14,1,12.61,76.43,1467,919.2
10471,1.2,0,0,17.33,80.89,616,1766.9
10472,97.0,14,1,6.35,30.15,380,479.42
10473,4.3,1,0,17.94,87.9,224,1147.43
10474,89.1,13,0,5.56,34.06,1240,515.45
10475,52.8,8,0,10.64,57.76,525,1181.64
10476,99.3,15,1,2.85,8.69,544,167.64
10477,7.4,1,0,18.81,84.69,725,1344.3
10478,55.4,8,1,8.74,48.67,302,442.65
10479,96.9,15,1,7.35,42.79,909,341.83
10480,52.3,8,1,12.26,54.72,81,1226.12
10481,62.9,9,1,11.4,38.05,292,547.88
10482,69.6,11,1,8.63,39.25,1421,875.07
10483,45.5,7,0,12.45,66.31,162,854.44
10484,62.8,10,1,11.16,72.52,1023,1334.23
10485,58.4,9,1,8.91,30.19,1278,425.55
10486,90.1,13,1,5.77,23.22,339,221.38
10487,4.5,0,0,17.6,80.39,45,647.49
10488,28.1,4,0,14.0,81.44,224,1472.63
10489,95.0,14,1,1.52,6.93,1496,105.49
10490,89.0,13,1,9.32,35.21,332,282.22
10491,45.6,7,0,11.79,62.46,1101,1281.92
10492,62.0,9,1,13.02,58.25,1174,1418.18
10493,27.7,4,0,17.98,73.45,861,1844.34
10494,18.8,3,0,14.61,60.75,591,764.81
10495,46.4,7,0,10.87,70.38,70,690.76
10496,35.3,5,0,19.82,99.17,563,1923.4
10497,58.4,9,1,14.75,71.93,400,1092.12
10498,7.8,1,0,18.77,87.47,1235,822.96
10499,97.4,15,1,5.9,31.39,546,305.93
10500,98.6,15,1,3.95,21.9,686,464.26
10501,69.8,11,1,10.39,52.94,619,452.91
10502,53.6,8,1,10.52,51.7,260,1003.05
10503,31.0,5,0,11.29,63.31,838,824.41
10504,81.4,13,1,5.15,24.96,1401,501.48
10505,68.5,10,1,9.77,36.63,508,874.42
10506,16.3,2,0,15.3,67.01,1262,1063.73
10507,91.1,14,1,6.2,8.98,704,383.48
10508,82.3,12,1,5.51,47.73,307,539.39
10509,95.0,15,1,4.19,29.17,82,247.56
10510,72.6,12,1,10.82,43.22,1063,1091.73
10511,61.3,9,1,11.29,51.23,777,1029.49
10512,41.8,6,0,13.71,59.12,493,1124.09
10513,93.3,14,1,7.77,53.49,783,491.0
10514,86.6,13,1,7.97,23.35,612,386.2
10515,4.5,1,0,22.21,107.81,187,2086.36
10516,2.6,1,0,18.68,88.52,48,713.98
10517,37.6,5,0,13.49,73.43,84,1583.04
10518,81.1,12,1,5.24,24.06,750,618.78
10519,98.7,15,1,4.33,2.32,1074,180.65
10520,15.0,3,0,19.67,91.78,1335,774.1
10521,59.4,10,1,13.69,55.5,790,919.21
10522,38.1,5,0,16.21,78.64,1048,1892.22
10523,97.0,14,1,1.86,23.99,1470,122.81
10524,84.2,13,1,9.53,27.48,837,597.93
10525,83.8,12,1,3.75,9.6,752,349.96
10526,46.9,7,0,14.77,65.09,314,680.69
10527,41.5,6,0,13.04,58.58,540,817.6
10528,27.3,3,0,17.3,90.81,1051,972.57
10529,5.6,1,0,16.49,77.33,1449,1387.44
10530,86.5,13,1,9.37,49.34,149,418.35
10531,81.3,12,1,4.88,16.85,126,387.39
10532,100.0,16,1,3.67,20.03,149,393.35
10533,99.7,14,1,3.05,22.81,1206,232.64
10534,55.5,9,0,8.16,31.48,1298,746.76
10535,76.9,11,1,8.65,49.72,422,318.08
10536,94.5,14,1,9.44,45.86,1196,664.68
10537,85.0,13,1,12.59,71.41,823,485.22
10538,24.7,4,0,16.48,76.99,249,1383.52
10539,45.1,7,1,15.48,78.31,868,855.96
10540,12.9,2,0,18.53,88.52,189,1034.97
10541,95.4,14,1,6.69,31.1,1129,246.92
