customer_id,days_as_customer,total_transactions,purchase_count,total_spent,days_since_last_purchase,customer_region,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_tier,spend_quartile,recency_score,frequency_score,monetary_score,rfm_score,customer_health_segment
CUST-10027,987,38,38,1004.54,254,Asia-Pacific,1.155015197568389,26.435263157894735,30.533130699088147,low,Q1,2,5,2,9,Needs Attention
CUST-10028,592,15,15,3676.95,88,Europe,0.7601351351351351,245.13,186.33192567567565,low,Q4,4,3,4,11,Loyal Customers
CUST-10029,861,7,7,1696.05,72,Europe,0.24390243902439024,242.29285714285714,59.09581881533101,low,Q2,4,1,3,8,Needs Attention
CUST-10030,676,7,7,797.37,30,Latin America,0.3106508875739645,113.91,35.38624260355029,low,Q1,5,1,1,7,Needs Attention
CUST-10031,50,30,30,5666.5,44,North America,18.0,188.88333333333333,3399.8999999999996,high,Q4,5,5,5,15,Champions / VIP
CUST-10032,870,15,15,1542.1,309,Latin America,0.5172413793103449,102.80666666666666,53.175862068965515,low,Q2,1,3,2,6,At-Risk / Churning
CUST-10033,196,18,18,3167.93,138,North America,2.7551020408163267,175.9961111111111,484.8872448979592,medium,Q3,3,3,4,10,Loyal Customers
CUST-10034,417,15,15,3093.33,343,North America,1.079136690647482,206.222,222.541726618705,low,Q3,1,3,4,8,Needs Attention
CUST-10035,630,24,24,5712.48,177,Asia-Pacific,1.1428571428571428,238.01999999999998,272.0228571428571,low,Q4,3,4,5,12,Loyal Customers
CUST-10036,345,17,17,1955.81,139,Europe,1.4782608695652173,115.04764705882353,170.0704347826087,low,Q2,3,3,3,9,Needs Attention
CUST-10037,43,27,27,5433.54,2,Europe,18.837209302325583,201.2422222222222,3790.841860465116,high,Q4,5,4,5,14,Champions / VIP
CUST-10038,271,27,27,2290.52,186,Europe,2.988929889298893,84.83407407407407,253.5630996309963,medium,Q3,2,4,3,9,Needs Attention
CUST-10039,806,8,8,1982.6,218,North America,0.2977667493796526,247.825,73.79404466501241,low,Q2,2,1,3,6,At-Risk / Churning
CUST-10040,594,21,21,646.76,164,Europe,1.0606060606060606,30.798095238095236,32.66464646464647,low,Q1,3,4,1,8,Needs Attention
CUST-10041,927,37,37,5949.38,161,Asia-Pacific,1.197411003236246,160.79405405405404,192.53656957928803,low,Q4,3,5,5,13,Champions / VIP
CUST-10042,121,24,24,4161.33,47,North America,5.9504132231404965,173.38875,1031.7347107438018,medium,Q4,4,4,5,13,Champions / VIP
CUST-10043,985,22,22,3955.83,13,North America,0.6700507614213197,179.81045454545455,120.48213197969542,low,Q4,5,4,4,13,Champions / VIP
CUST-10044,538,10,10,520.87,296,North America,0.5576208178438662,52.087,29.04479553903346,low,Q1,1,2,1,4,At-Risk / Churning
CUST-10045,805,10,10,2361.69,89,North America,0.3726708074534162,236.169,88.01329192546585,low,Q3,4,2,3,9,Needs Attention
CUST-10046,64,17,17,1118.03,4,Asia-Pacific,7.96875,65.7664705882353,524.0765625,medium,Q2,5,3,2,10,Loyal Customers
CUST-10047,235,11,11,1816.31,42,Europe,1.4042553191489362,165.11909090909091,231.86936170212766,low,Q2,5,2,3,10,Loyal Customers
CUST-10048,1055,32,32,2403.27,210,Asia-Pacific,0.9099526066350712,75.1021875,68.33943127962085,low,Q3,2,5,3,10,Loyal Customers
CUST-10049,1051,15,15,1411.86,229,Europe,0.42816365366317793,94.124,40.30047573739296,low,Q2,2,3,2,7,Needs Attention
CUST-10050,595,10,10,1479.53,350,Asia-Pacific,0.5042016806722689,147.953,74.59815126050421,low,Q2,1,2,2,5,At-Risk / Churning
CUST-10051,732,32,32,3803.79,275,Latin America,1.3114754098360657,118.8684375,155.89303278688524,low,Q4,1,5,4,10,Loyal Customers
CUST-10052,431,7,7,427.36,279,Latin America,0.4872389791183295,61.05142857142857,29.74663573085847,low,Q1,1,1,1,3,At-Risk / Churning
CUST-10053,759,17,17,1078.83,251,Latin America,0.6719367588932806,63.46058823529411,42.64150197628458,low,Q2,2,3,2,7,Needs Attention
CUST-10054,191,11,11,1309.91,54,Latin America,1.7277486910994766,119.08272727272728,205.7450261780105,low,Q2,4,2,2,8,Needs Attention
CUST-10055,231,64,64,12504.87,208,North America,8.311688311688311,195.38859375,1624.009090909091,medium,Q4,2,5,5,12,Loyal Customers
CUST-10056,1025,17,17,3859.71,321,North America,0.49756097560975615,227.04176470588234,112.96712195121953,low,Q4,1,3,4,8,Needs Attention
CUST-10057,299,9,9,395.36,140,Asia-Pacific,0.903010033444816,43.92888888888889,39.66822742474916,low,Q1,3,1,1,5,At-Risk / Churning
CUST-10058,845,18,18,2042.07,280,Asia-Pacific,0.6390532544378698,113.44833333333332,72.49952662721893,low,Q3,1,3,3,7,Needs Attention
CUST-10059,485,15,15,713.33,34,Latin America,0.9278350515463917,47.55533333333334,44.123505154639176,low,Q1,5,3,1,9,Needs Attention
CUST-10060,1046,10,10,287.33,309,Europe,0.28680688336520077,28.732999999999997,8.240822179732312,low,Q1,1,2,1,4,At-Risk / Churning
CUST-10061,325,32,32,5564.37,18,Latin America,2.9538461538461536,173.8865625,513.6341538461538,medium,Q4,5,5,5,15,Champions / VIP
CUST-10062,749,26,26,4174.33,57,Asia-Pacific,1.041388518024032,160.55115384615385,167.19612817089453,low,Q4,4,4,5,13,Champions / VIP
CUST-10063,367,21,21,1295.27,112,Latin America,1.7166212534059946,61.67952380952381,105.88038147138965,low,Q2,3,4,2,9,Needs Attention
CUST-10064,908,10,10,776.08,5,Asia-Pacific,0.3303964757709251,77.608,25.64140969162996,low,Q1,5,2,1,8,Needs Attention
CUST-10065,821,49,49,1486.38,182,Latin America,1.7904993909866016,30.334285714285716,54.313520097442144,low,Q2,2,5,2,9,Needs Attention
CUST-10066,246,22,22,4682.99,13,Europe,2.682926829268293,212.8631818181818,571.0963414634147,medium,Q4,5,4,5,14,Champions / VIP
CUST-10067,793,11,11,2687.36,339,Latin America,0.416141235813367,244.30545454545455,101.6655737704918,low,Q3,1,2,4,7,Needs Attention
CUST-10068,217,34,34,1886.27,29,Europe,4.700460829493087,55.478529411764704,260.77465437788015,medium,Q2,5,5,3,13,Champions / VIP
CUST-10069,409,19,19,1464.56,259,Europe,1.3936430317848412,77.08210526315789,107.42493887530563,low,Q2,2,3,2,7,Needs Attention
CUST-10070,522,31,31,6832.16,90,Asia-Pacific,1.781609195402299,220.3922580645161,392.6528735632184,low,Q4,4,5,5,14,Champions / VIP
CUST-10071,1094,23,23,5369.45,104,Europe,0.6307129798903107,233.45434782608694,147.2426873857404,low,Q4,3,4,5,12,Loyal Customers
CUST-10072,44,58,58,6926.14,12,North America,39.54545454545455,119.41620689655173,4722.368181818182,high,Q4,5,5,5,15,Champions / VIP
CUST-10073,94,8,8,291.12,2,North America,2.5531914893617023,36.39,92.91063829787234,medium,Q1,5,1,1,7,Needs Attention
CUST-10074,550,12,12,406.36,108,North America,0.6545454545454545,33.86333333333334,22.16509090909091,low,Q1,3,2,1,6,At-Risk / Churning
CUST-10075,677,81,81,12485.24,156,Asia-Pacific,3.5893648449039883,154.13876543209875,553.2602658788774,medium,Q4,3,5,5,13,Champions / VIP
CUST-10076,622,16,16,1814.42,82,North America,0.7717041800643086,113.40125,87.51221864951768,low,Q2,4,3,3,10,Loyal Customers
CUST-10077,421,7,7,220.13,77,Asia-Pacific,0.498812351543943,31.447142857142858,15.686223277909738,low,Q1,4,1,1,6,At-Risk / Churning
CUST-10078,448,25,25,3905.79,258,Asia-Pacific,1.6741071428571428,156.2316,261.5484375,low,Q4,2,4,4,10,Loyal Customers
CUST-10079,318,34,34,936.46,127,North America,3.207547169811321,27.54294117647059,88.34528301886793,medium,Q1,3,5,2,10,Loyal Customers
CUST-10080,408,16,16,3234.54,282,Europe,1.1764705882352942,202.15875,237.83382352941177,low,Q3,1,3,4,8,Needs Attention
CUST-10081,260,3,3,281.84,88,Latin America,0.3461538461538462,93.94666666666666,32.519999999999996,low,Q1,4,1,1,6,At-Risk / Churning
CUST-10082,1047,9,9,306.52,204,Asia-Pacific,0.25787965616045844,34.05777777777777,8.782808022922636,low,Q1,2,1,1,4,At-Risk / Churning
CUST-10083,70,5,5,786.9,16,North America,2.142857142857143,157.38,337.24285714285713,medium,Q1,5,1,1,7,Needs Attention
CUST-10084,1081,53,53,6067.39,151,Asia-Pacific,1.4708603145235895,114.47905660377359,168.38270120259023,low,Q4,3,5,5,13,Champions / VIP
CUST-10085,164,4,4,976.42,73,Europe,0.7317073170731707,244.105,178.61341463414632,low,Q1,4,1,2,7,Needs Attention
CUST-10086,230,11,11,1621.89,32,Europe,1.434782608695652,147.44454545454548,211.5508695652174,low,Q2,5,2,3,10,Loyal Customers
CUST-10087,809,24,24,2086.29,271,North America,0.8899876390605687,86.92875,77.3655129789864,low,Q3,1,4,3,8,Needs Attention
CUST-10088,959,6,6,1107.74,5,Asia-Pacific,0.18769551616266947,184.62333333333333,34.652971845672575,low,Q2,5,1,2,8,Needs Attention
CUST-10089,1086,23,23,1979.97,330,Latin America,0.6353591160220994,86.08565217391305,54.69530386740331,low,Q2,1,4,3,8,Needs Attention
CUST-10090,532,10,10,2284.55,308,Latin America,0.5639097744360902,228.455,128.828007518797,low,Q3,1,2,3,6,At-Risk / Churning
CUST-10091,436,21,21,2295.56,333,Asia-Pacific,1.444954128440367,109.31238095238095,157.951376146789,low,Q3,1,4,3,8,Needs Attention
CUST-10092,834,14,14,2082.09,169,Asia-Pacific,0.5035971223021583,148.7207142857143,74.8953237410072,low,Q3,3,2,3,8,Needs Attention
CUST-10093,128,16,16,582.06,53,Asia-Pacific,3.75,36.37875,136.4203125,medium,Q1,4,3,1,8,Needs Attention
CUST-10094,713,33,33,3988.95,178,North America,1.388499298737728,120.87727272727273,167.83800841514727,low,Q4,2,5,4,11,Loyal Customers
CUST-10095,755,7,7,1485.97,143,Europe,0.2781456953642384,212.28142857142856,59.04516556291391,low,Q2,3,1,2,6,At-Risk / Churning
CUST-10096,990,21,21,4331.69,362,Latin America,0.6363636363636364,206.27095238095237,131.26333333333332,low,Q4,1,4,5,10,Loyal Customers
CUST-10097,642,29,29,2188.68,248,North America,1.355140186915888,75.47172413793103,102.27476635514019,low,Q3,2,5,3,10,Loyal Customers
CUST-10098,672,6,6,455.21,127,Asia-Pacific,0.26785714285714285,75.86833333333333,20.321875000000002,low,Q1,3,1,1,5,At-Risk / Churning
CUST-10099,1058,5,5,1044.47,263,Asia-Pacific,0.14177693761814744,208.894,29.616351606805296,low,Q1,2,1,2,5,At-Risk / Churning
CUST-10100,532,14,14,3280.76,40,Europe,0.7894736842105263,234.34,185.00526315789475,low,Q3,5,2,4,11,Loyal Customers
CUST-10101,796,3,3,139.37,355,Asia-Pacific,0.11306532663316582,46.45666666666667,5.252638190954774,low,Q1,1,1,1,3,At-Risk / Churning
CUST-10102,427,21,21,2651.53,255,North America,1.4754098360655739,126.26333333333335,186.29016393442626,low,Q3,2,4,4,10,Loyal Customers
CUST-10103,900,26,26,2624.11,143,North America,0.8666666666666667,100.92730769230769,87.47033333333334,low,Q3,3,4,4,11,Loyal Customers
CUST-10104,824,6,6,1325.43,240,Europe,0.2184466019417476,220.905,48.25594660194175,low,Q2,2,1,2,5,At-Risk / Churning
CUST-10105,422,29,29,1270.0,228,North America,2.061611374407583,43.793103448275865,90.28436018957346,medium,Q2,2,5,2,9,Needs Attention
CUST-10106,236,36,36,2610.12,85,Latin America,4.576271186440678,72.50333333333333,331.7949152542373,medium,Q3,4,5,4,13,Champions / VIP
CUST-10107,1068,22,22,4274.72,198,North America,0.6179775280898876,194.30545454545455,120.07640449438202,low,Q4,2,4,5,11,Loyal Customers
CUST-10108,921,38,38,1388.56,65,North America,1.237785016286645,36.54105263157894,45.2299674267101,low,Q2,4,5,2,11,Loyal Customers
CUST-10109,893,14,14,1901.49,11,North America,0.47032474804031354,135.82071428571427,63.87984322508399,low,Q2,5,2,3,10,Loyal Customers
CUST-10110,772,12,12,1493.69,108,Latin America,0.46632124352331605,124.47416666666668,58.0449481865285,low,Q2,3,2,2,7,Needs Attention
CUST-10111,593,16,16,1603.84,26,Asia-Pacific,0.8094435075885329,100.24,81.13861720067453,low,Q2,5,3,2,10,Loyal Customers
CUST-10112,1050,8,8,910.23,151,North America,0.22857142857142856,113.77875,26.00657142857143,low,Q1,3,1,1,5,At-Risk / Churning
CUST-10113,125,11,11,1586.6,93,Europe,2.6399999999999997,144.23636363636362,380.78399999999993,medium,Q2,4,2,2,8,Needs Attention
CUST-10114,514,17,17,1042.23,341,Latin America,0.9922178988326849,61.307647058823534,60.83054474708172,low,Q1,1,3,2,6,At-Risk / Churning
CUST-10115,260,19,19,2920.28,237,Europe,2.1923076923076925,153.69894736842107,336.9553846153847,medium,Q3,2,3,4,9,Needs Attention
CUST-10116,778,23,23,4743.11,237,North America,0.8868894601542416,206.22217391304346,182.89627249357326,low,Q4,2,4,5,11,Loyal Customers
CUST-10117,570,2,2,392.07,219,Europe,0.10526315789473684,196.035,20.635263157894737,low,Q1,2,1,1,4,At-Risk / Churning
CUST-10118,1089,80,80,4770.2,151,North America,2.203856749311295,59.6275,131.41046831955924,medium,Q4,3,5,5,13,Champions / VIP
CUST-10119,554,8,8,468.65,123,Latin America,0.43321299638989175,58.58125,25.378158844765345,low,Q1,3,1,1,5,At-Risk / Churning
CUST-10120,607,26,26,2218.82,144,Europe,1.28500823723229,85.33923076923078,109.66161449752883,low,Q3,3,4,3,10,Loyal Customers
CUST-10121,711,21,21,2231.08,189,Europe,0.8860759493670887,106.24190476190476,94.13839662447258,low,Q3,2,4,3,9,Needs Attention
CUST-10122,586,11,11,1285.93,255,North America,0.5631399317406143,116.90272727272728,65.8325938566553,low,Q2,2,2,2,6,At-Risk / Churning
CUST-10123,1042,25,25,4448.3,68,North America,0.7197696737044146,177.93200000000002,128.0700575815739,low,Q4,4,4,5,13,Champions / VIP
CUST-10124,675,9,9,339.78,104,Asia-Pacific,0.4,37.75333333333333,15.101333333333333,low,Q1,3,1,1,5,At-Risk / Churning
CUST-10125,825,17,17,557.62,336,North America,0.6181818181818182,32.80117647058824,20.27709090909091,low,Q1,1,3,1,5,At-Risk / Churning
CUST-10126,1081,53,53,5998.53,159,North America,1.4708603145235895,113.17981132075471,166.47169287696576,low,Q4,3,5,5,13,Champions / VIP
CUST-10127,219,13,13,2364.2,53,Asia-Pacific,1.7808219178082192,181.86153846153846,323.86301369863014,low,Q3,4,2,3,9,Needs Attention
CUST-10128,662,18,18,1233.41,362,North America,0.8157099697885196,68.52277777777778,55.89471299093656,low,Q2,1,3,2,6,At-Risk / Churning
CUST-10129,657,7,7,1185.37,300,North America,0.31963470319634707,169.3385714285714,54.12648401826484,low,Q2,1,1,2,4,At-Risk / Churning
CUST-10130,1002,26,26,2169.99,90,Asia-Pacific,0.7784431137724551,83.46115384615383,64.96976047904191,low,Q3,4,4,3,11,Loyal Customers
CUST-10131,739,10,10,2243.69,357,Latin America,0.4059539918809202,224.369,91.08349120433019,low,Q3,1,2,3,6,At-Risk / Churning
CUST-10132,678,21,21,4757.13,256,Latin America,0.9292035398230087,226.53,210.4924778761062,low,Q4,2,4,5,11,Loyal Customers
CUST-10133,347,32,32,2940.47,220,North America,2.76657060518732,91.8896875,254.2193083573487,medium,Q3,2,5,4,11,Loyal Customers
CUST-10134,713,15,15,1151.23,9,North America,0.6311360448807855,76.74866666666667,48.438849929873776,low,Q2,5,3,2,10,Loyal Customers
CUST-10135,693,25,25,2938.58,12,Asia-Pacific,1.0822510822510822,117.5432,127.2112554112554,low,Q3,5,4,4,13,Champions / VIP
CUST-10136,471,22,22,1740.63,325,Asia-Pacific,1.4012738853503186,79.11954545454546,110.86815286624206,low,Q2,1,4,3,8,Needs Attention
CUST-10137,593,33,33,5817.45,244,Latin America,1.669477234401349,176.28636363636363,294.3060708263069,low,Q4,2,5,5,12,Loyal Customers
CUST-10138,981,25,25,5271.61,182,Europe,0.7645259938837919,210.8644,161.21131498470945,low,Q4,2,4,5,11,Loyal Customers
CUST-10139,728,37,37,6528.49,284,North America,1.5247252747252749,176.44567567567566,269.0311813186813,low,Q4,1,5,5,11,Loyal Customers
CUST-10140,142,14,14,2946.7,56,Europe,2.9577464788732395,210.47857142857143,622.5422535211267,medium,Q3,4,2,4,10,Loyal Customers
CUST-10141,31,6,6,685.94,3,Europe,5.806451612903225,114.32333333333334,663.8129032258064,medium,Q1,5,1,1,7,Needs Attention
CUST-10142,671,4,4,240.69,197,Asia-Pacific,0.17883755588673622,60.1725,10.761102831594634,low,Q1,2,1,1,4,At-Risk / Churning
CUST-10143,249,5,5,955.19,226,North America,0.6024096385542168,191.038,115.08313253012048,low,Q1,2,1,2,5,At-Risk / Churning
CUST-10144,884,14,14,1485.49,226,North America,0.47511312217194573,106.10642857142857,50.41255656108598,low,Q2,2,2,2,6,At-Risk / Churning
CUST-10145,414,19,19,3344.68,333,Asia-Pacific,1.3768115942028984,176.0357894736842,242.36811594202896,low,Q3,1,3,4,8,Needs Attention
CUST-10146,759,10,10,858.95,103,Europe,0.3952569169960474,85.89500000000001,33.95059288537549,low,Q1,3,2,1,6,At-Risk / Churning
CUST-10147,276,10,10,432.77,106,Asia-Pacific,1.0869565217391306,43.277,47.04021739130435,low,Q1,3,2,1,6,At-Risk / Churning
CUST-10148,865,13,13,3228.3,58,Latin America,0.4508670520231214,248.33076923076925,111.96416184971099,low,Q3,4,2,4,10,Loyal Customers
CUST-10149,232,17,17,1022.47,78,North America,2.1982758620689653,60.14529411764706,132.21594827586208,medium,Q1,4,3,2,9,Needs Attention
CUST-10150,152,41,41,10143.18,75,Latin America,8.092105263157896,247.39463414634147,2001.9434210526317,medium,Q4,4,5,5,14,Champions / VIP
CUST-10151,430,4,4,979.55,42,Asia-Pacific,0.27906976744186046,244.8875,68.34069767441859,low,Q1,5,1,2,8,Needs Attention
CUST-10152,796,27,27,5497.44,324,North America,1.0175879396984924,203.60888888888888,207.1899497487437,low,Q4,1,4,5,10,Loyal Customers
CUST-10153,323,25,25,4334.25,181,Latin America,2.3219814241486065,173.37,402.5619195046439,medium,Q4,2,4,5,11,Loyal Customers
CUST-10154,309,15,15,2325.1,33,Latin America,1.4563106796116503,155.00666666666666,225.73786407766988,low,Q3,5,3,3,11,Loyal Customers
CUST-10155,913,22,22,4837.2,71,Europe,0.7228915662650602,219.87272727272727,158.94414019715225,low,Q4,4,4,5,13,Champions / VIP
CUST-10156,227,15,15,1351.86,56,North America,1.9823788546255507,90.124,178.6599118942731,low,Q2,4,3,2,9,Needs Attention
CUST-10157,1011,25,25,3255.71,105,Latin America,0.7418397626112759,130.2284,96.60860534124629,low,Q3,3,4,4,11,Loyal Customers
CUST-10158,781,9,9,1479.26,200,Latin America,0.34571062740076824,164.36222222222221,56.821766965428935,low,Q2,2,1,2,5,At-Risk / Churning
CUST-10159,173,8,8,940.14,101,Europe,1.3872832369942196,117.5175,163.0300578034682,low,Q1,3,1,2,6,At-Risk / Churning
CUST-10160,638,3,3,363.55,256,Latin America,0.14106583072100315,121.18333333333334,17.094827586206897,low,Q1,2,1,1,4,At-Risk / Churning
CUST-10161,216,22,22,2184.91,51,Latin America,3.0555555555555554,99.31409090909091,303.4597222222222,medium,Q3,4,4,3,11,Loyal Customers
CUST-10162,493,11,11,1671.47,74,Latin America,0.6693711967545639,151.9518181818182,101.71217038539554,low,Q2,4,2,3,9,Needs Attention
CUST-10163,689,5,5,1081.9,171,Europe,0.2177068214804064,216.38000000000002,47.10740203193034,low,Q2,3,1,2,6,At-Risk / Churning
CUST-10164,793,8,8,562.75,143,Latin America,0.3026481715006305,70.34375,21.28940731399748,low,Q1,3,1,1,5,At-Risk / Churning
CUST-10165,984,25,25,5881.19,166,Latin America,0.7621951219512195,235.24759999999998,179.30457317073171,low,Q4,3,4,5,12,Loyal Customers
CUST-10166,432,19,19,3420.85,261,North America,1.3194444444444444,180.04473684210527,237.55902777777777,low,Q3,2,3,4,9,Needs Attention
CUST-10167,176,8,8,1681.89,83,North America,1.3636363636363638,210.23625,286.6857954545455,low,Q2,4,1,3,8,Needs Attention
CUST-10168,893,40,40,6005.72,182,Europe,1.343784994400896,150.143,201.75991041433372,low,Q4,2,5,5,12,Loyal Customers
CUST-10169,518,16,16,3206.26,307,Asia-Pacific,0.9266409266409267,200.39125,185.6907335907336,low,Q3,1,3,4,8,Needs Attention
CUST-10170,958,24,24,687.48,10,North America,0.7515657620041754,28.645,21.528601252609604,low,Q1,5,4,1,10,Loyal Customers
CUST-10171,580,19,19,3973.58,4,Europe,0.9827586206896552,209.1357894736842,205.53,low,Q4,5,3,4,12,Loyal Customers
CUST-10172,367,14,14,476.44,351,Latin America,1.1444141689373297,34.03142857142857,38.94604904632153,low,Q1,1,2,1,4,At-Risk / Churning
CUST-10173,901,22,22,4955.07,336,Latin America,0.7325194228634849,225.23045454545453,164.98568257491675,low,Q4,1,4,5,10,Loyal Customers
CUST-10174,670,35,35,8686.71,292,Europe,1.5671641791044777,248.19171428571426,388.95716417910444,low,Q4,1,5,5,11,Loyal Customers
CUST-10175,502,14,14,1276.31,281,Latin America,0.8366533864541832,91.16499999999999,76.2735059760956,low,Q2,1,2,2,5,At-Risk / Churning
CUST-10176,180,28,28,2025.01,98,Latin America,4.666666666666667,72.32178571428571,337.50166666666667,medium,Q3,4,4,3,11,Loyal Customers
CUST-10177,292,10,10,1972.07,101,Asia-Pacific,1.0273972602739727,197.207,202.60993150684934,low,Q2,3,2,3,8,Needs Attention
CUST-10178,173,49,49,4014.62,9,Latin America,8.497109826589595,81.93102040816326,696.1768786127168,medium,Q4,5,5,4,14,Champions / VIP
CUST-10179,375,9,9,1977.76,61,North America,0.72,219.7511111111111,158.2208,low,Q2,4,1,3,8,Needs Attention
CUST-10180,653,59,59,2840.24,309,Latin America,2.7105666156202144,48.13966101694915,130.48575803981623,medium,Q3,1,5,4,10,Loyal Customers
CUST-10181,1046,6,6,320.04,146,Europe,0.17208413001912046,53.34,9.178967495219887,low,Q1,3,1,1,5,At-Risk / Churning
CUST-10182,910,13,13,3189.02,63,Asia-Pacific,0.4285714285714286,245.30923076923077,105.13252747252747,low,Q3,4,2,4,10,Loyal Customers
CUST-10183,31,23,23,4062.12,25,Latin America,22.25806451612903,176.61391304347825,3931.0838709677414,high,Q4,5,4,4,13,Champions / VIP
CUST-10184,926,36,36,7759.79,226,Europe,1.1663066954643628,215.54972222222221,251.39708423326132,low,Q4,2,5,5,12,Loyal Customers
CUST-10185,283,44,44,4310.86,105,North America,4.6643109540636045,97.9740909090909,456.98162544169605,medium,Q4,3,5,5,13,Champions / VIP
CUST-10186,482,41,41,7265.56,260,Latin America,2.5518672199170123,177.2087804878049,452.2132780082988,medium,Q4,2,5,5,12,Loyal Customers
CUST-10187,1090,23,23,3650.2,349,Asia-Pacific,0.6330275229357798,158.70434782608694,100.46422018348623,low,Q4,1,4,4,9,Needs Attention
CUST-10188,1044,10,10,1607.09,255,Latin America,0.2873563218390805,160.709,46.180747126436785,low,Q2,2,2,3,7,Needs Attention
CUST-10189,38,32,32,5714.23,15,Europe,25.263157894736842,178.5696875,4511.234210526316,high,Q4,5,5,5,15,Champions / VIP
CUST-10190,845,34,34,5251.5,28,Asia-Pacific,1.2071005917159763,154.4558823529412,186.44378698224853,low,Q4,5,5,5,15,Champions / VIP
CUST-10191,237,21,21,2552.32,170,Latin America,2.6582278481012658,121.53904761904762,323.07848101265824,medium,Q3,3,4,3,10,Loyal Customers
CUST-10192,433,12,12,1044.99,336,North America,0.8314087759815242,87.0825,72.40115473441108,low,Q1,1,2,2,5,At-Risk / Churning
CUST-10193,181,7,7,1385.52,76,Asia-Pacific,1.160220994475138,197.93142857142857,229.6441988950276,low,Q2,4,1,2,7,Needs Attention
