date,revenue,orders,customers,revenue_ma7,revenue_ma30,cumulative_revenue,cumulative_orders
2024-02-05,6684.09,62,49,8496.001428571428,8172.207666666667,305693.13000000006,3517
2024-02-06,9820.3,99,75,8643.448571428571,8146.497,315513.43000000005,3616
2024-02-07,5040.64,64,51,8207.028571428571,7934.783666666667,320554.07000000007,3680
2024-02-08,6421.28,90,71,7198.067142857143,7860.251666666667,326975.3500000001,3770
2024-02-09,9768.02,121,87,7255.044285714285,7823.513333333333,336743.3700000001,3891
2024-02-10,8351.48,89,74,7810.679999999999,7813.778,345094.8500000001,3980
2024-02-11,7096.07,98,73,7597.411428571429,7762.812000000001,352190.9200000001,4078
2024-02-12,9057.12,101,83,7936.415714285714,7812.427333333334,361248.0400000001,4179
2024-02-13,8641.91,92,76,7768.074285714286,8006.694333333334,369889.95000000007,4271
2024-02-14,6044.67,73,53,7911.507142857144,8014.3443333333325,375934.62000000005,4344
2024-02-15,7707.16,76,54,8095.204285714286,7992.585,383641.78,4420
2024-02-16,8271.11,111,95,7881.36,8023.094333333333,391912.89,4531
2024-02-17,9004.2,123,97,7974.605714285715,7981.147,400917.09,4654
2024-02-18,7428.83,75,53,8022.142857142857,7976.742333333334,408345.92000000004,4729
2024-02-19,5388.85,60,54,7498.104285714287,8028.403,413734.77,4789
2024-02-20,9975.53,102,73,7688.6214285714295,8022.316,423710.30000000005,4891
2024-02-21,8410.7,96,81,8026.625714285715,8001.846666666666,432121.00000000006,4987
2024-02-22,7764.33,97,87,8034.792857142857,7938.725,439885.3300000001,5084
2024-02-23,10595.27,103,77,8366.815714285714,8079.798666666667,450480.6000000001,5187
2024-02-24,8914.16,87,63,8353.952857142856,8100.666333333334,459394.76000000007,5274
2024-02-25,8691.51,89,64,8534.335714285715,8066.442,468086.2700000001,5363
2024-02-26,7393.51,91,69,8820.715714285714,8168.537333333333,475479.7800000001,5454
2024-02-27,8556.98,91,66,8618.065714285714,8197.830333333333,484036.76000000007,5545
2024-02-28,9963.85,118,99,8839.944285714286,8259.316333333334,494000.61000000004,5663
2024-02-29,11379.47,154,110,9356.392857142857,8345.693000000001,505380.08,5817
2024-03-01,8177.67,77,62,9011.021428571428,8348.429333333333,513557.75,5894
2024-03-02,6222.37,82,74,8626.48,8106.374666666667,519780.12,5976
2024-03-03,4196.23,39,34,7984.297142857143,7933.943,523976.35,6015
2024-03-04,6598.24,75,62,7870.687142857142,8005.15,530574.59,6090
2024-03-05,11017.58,142,108,8222.201428571429,8086.104333333334,541592.1699999999,6232
2024-03-06,12214.28,133,110,8543.691428571428,8270.444,553806.45,6365
2024-03-07,9073.06,86,69,8214.204285714286,8245.536,562879.51,6451
2024-03-08,11440.58,115,90,8680.334285714285,8458.867333333334,574320.09,6566
2024-03-09,7430.14,73,53,8852.872857142856,8492.496000000001,581750.23,6639
2024-03-10,5217.42,54,47,8998.757142857143,8340.809333333333,586967.65,6693
2024-03-11,10034.31,103,81,9489.624285714284,8396.903666666667,597001.9600000001,6796
2024-03-12,12625.9,121,89,9719.384285714286,8581.231333333333,609627.8600000001,6917
2024-03-13,9166.79,115,89,9284.028571428571,8584.886999999999,618794.6500000001,7032
2024-03-14,12691.63,142,111,9800.967142857144,8719.877666666665,631486.2800000001,7174
2024-03-15,3490.21,44,38,8665.2,8634.729,634976.4900000001,7218
2024-03-16,8466.49,77,65,8813.25,8660.04,643442.9800000001,7295
2024-03-17,6854.89,64,55,9047.174285714285,8612.832666666665,650297.8700000001,7359
2024-03-18,8611.09,120,84,8843.857142857143,8599.729,658908.9600000001,7479
2024-03-19,9476.72,96,75,8393.974285714286,8667.992,668385.68,7575
2024-03-20,4908.58,46,37,7785.658571428571,8651.983,673294.26,7621
2024-03-21,8804.76,114,80,7230.391428571428,8612.957333333334,682099.02,7735
2024-03-22,10080.94,109,82,8171.924285714286,8668.632,692179.96,7844
2024-03-23,9954.34,93,79,8384.474285714286,8741.632333333333,702134.2999999999,7937
2024-03-24,5570.91,78,57,8201.048571428571,8574.153666666667,707705.21,8015
2024-03-25,7540.98,77,62,8048.175714285715,8528.381,715246.19,8092
2024-03-26,8224.81,100,74,7869.331428571429,8512.824333333332,723471.0,8192
2024-03-27,11352.01,106,74,8789.82142857143,8644.774333333333,734823.01,8298
2024-03-28,10071.26,93,70,8970.75,8695.250333333333,744894.27,8391
2024-03-29,8192.87,76,68,8701.025714285714,8636.217666666667,753087.14,8467
2024-03-30,7898.31,89,77,8407.307142857144,8520.179,760985.4500000001,8556
2024-03-31,6993.92,67,60,8610.594285714285,8480.720666666666,767979.3700000001,8623
2024-04-01,11523.03,111,89,9179.458571428573,8657.409333333333,779502.4000000001,8734
2024-04-02,7859.61,95,69,9127.287142857143,8779.521999999999,787362.0100000001,8829
2024-04-03,8695.82,84,68,8747.83142857143,8849.441333333332,796057.8300000001,8913
2024-04-04,8567.04,120,95,8532.942857142858,8767.756666666666,804624.8700000001,9033
2024-04-05,6223.39,66,57,8251.588571428572,8568.060333333333,810848.2600000001,9099
2024-04-06,7508.48,95,68,8195.898571428572,8515.907666666668,818356.7400000001,9194
2024-04-07,7445.66,100,80,8260.432857142858,8382.743666666667,825802.4000000001,9294
2024-04-08,9497.36,130,95,7971.051428571429,8451.651,835299.7600000001,9424
2024-04-09,8985.24,92,70,8131.855714285715,8577.245,844285.0000000001,9516
2024-04-10,6403.17,77,65,7804.334285714285,8456.207,850688.1700000002,9593
2024-04-11,8607.66,87,69,7810.137142857144,8322.265666666666,859295.8300000002,9680
2024-04-12,8795.64,121,94,8177.601428571427,8309.894,868091.4700000002,9801
2024-04-13,5201.57,63,49,7848.042857142857,8060.225333333334,873293.0400000002,9864
2024-04-14,6629.16,72,57,7731.4,8164.857000000001,879922.2000000002,9936
2024-04-15,10490.73,103,88,7873.3099999999995,8232.331666666667,890412.9300000002,10039
2024-04-16,13769.7,166,146,8556.804285714285,8462.825333333334,904182.6300000001,10205
2024-04-17,10022.87,105,94,9073.904285714287,8509.884666666667,914205.5000000001,10310
2024-04-18,10224.53,97,83,9304.885714285714,8534.811666666666,924430.0300000001,10407
2024-04-19,9513.7,101,77,9407.465714285714,8688.315666666667,933943.7300000001,10508
2024-04-20,2876.16,36,30,9075.264285714287,8490.695666666668,936819.8900000001,10544
2024-04-21,7059.53,99,78,9136.745714285715,8389.982,943879.4200000002,10643
2024-04-22,9871.18,94,71,9048.238571428572,8387.21,953750.6000000002,10737
2024-04-23,15179.05,214,186,9249.574285714287,8707.481333333333,968929.6500000003,10951
2024-04-24,9358.37,89,63,9154.645714285714,8768.061,978288.0200000003,11040
2024-04-25,10467.03,115,101,9189.288571428571,8842.801666666666,988755.0500000003,11155
2024-04-26,9749.73,91,72,9223.007142857143,8789.392333333333,998504.7800000003,11246
2024-04-27,4677.87,46,38,9480.394285714285,8609.612666666666,1003182.6500000003,11292
2024-04-28,9786.45,89,74,9869.954285714284,8662.732,1012969.1000000002,11381
2024-04-29,11550.17,137,120,10109.81,8784.460666666668,1024519.2700000003,11518
2024-04-30,11660.25,116,96,9607.124285714284,8940.005000000001,1036179.5200000003,11634
2024-05-01,7943.79,92,76,9405.04142857143,8820.697000000002,1044123.3100000003,11726
2024-05-02,13055.43,146,104,9774.812857142857,8993.891,1057178.7400000002,11872
2024-05-03,6910.44,73,59,9369.199999999999,8934.378333333332,1064089.1800000002,11945
2024-05-04,8711.21,83,61,9945.391428571427,8939.184000000001,1072800.3900000001,12028
2024-05-05,12265.11,112,95,10299.485714285713,9140.574666666666,1085065.5000000002,12140
2024-05-06,7893.29,78,63,9777.074285714287,9153.401666666667,1092958.7900000003,12218
2024-05-07,8853.34,102,85,9376.087142857143,9200.324333333332,1101812.1300000004,12320
2024-05-08,10345.51,119,84,9719.19,9228.596,1112157.6400000004,12439
2024-05-09,9046.08,91,65,9146.425714285713,9230.624000000002,1121203.7200000004,12530
2024-05-10,6770.07,85,72,9126.372857142856,9242.854,1127973.7900000005,12615
2024-05-11,7760.51,104,74,8990.558571428572,9214.615666666667,1135734.3000000005,12719
2024-05-12,5301.1,63,45,7995.700000000002,9098.131,1141035.4000000006,12782
2024-05-13,11308.9,139,98,8483.644285714287,9301.708666666667,1152344.3000000005,12921
2024-05-14,8273.43,101,90,8400.8,9356.517666666665,1160617.7300000004,13022
2024-05-15,13735.52,173,147,8885.087142857143,9464.677333333333,1174353.2500000005,13195
2024-05-16,8632.33,120,92,8825.98,9293.431666666667,1182985.5800000005,13315
2024-05-17,9677.09,137,104,9241.268571428573,9281.905666666666,1192662.6700000006,13452
2024-05-18,9605.82,88,68,9504.884285714286,9261.282,1202268.4900000007,13540
2024-05-19,5138.94,59,50,9481.718571428572,9115.456666666667,1207407.4300000006,13599
2024-05-20,10978.32,129,107,9434.492857142857,9385.528666666667,1218385.7500000007,13728
2024-05-21,13384.98,138,102,10164.714285714286,9596.377,1231770.7300000007,13866
2024-05-22,7004.45,89,65,9203.132857142857,9500.819333333335,1238775.1800000006,13955
2024-05-23,10979.05,102,73,9538.378571428571,9360.819333333331,1249754.2300000007,14057
2024-05-24,11176.82,110,92,9752.625714285716,9421.434333333333,1260931.0500000007,14167
2024-05-25,9757.57,133,113,9774.304285714286,9397.785666666667,1270688.6200000008,14300
2024-05-26,5349.03,62,47,9804.317142857142,9251.095666666666,1276037.6500000008,14362
2024-05-27,7798.34,74,52,9350.034285714286,9355.111333333332,1283835.990000001,14436
2024-05-28,11884.89,110,79,9135.735714285713,9425.059333333335,1295720.8800000008,14546
2024-05-29,11423.51,129,115,9767.03,9420.837333333333,1307144.3900000008,14675
2024-05-30,11354.99,120,91,9820.735714285713,9410.662,1318499.3800000008,14795
2024-05-31,11600.09,151,129,9881.202857142856,9532.538666666667,1330099.470000001,14946
2024-06-01,6776.08,62,51,9455.275714285714,9323.227,1336875.550000001,15008
2024-06-02,8817.55,111,86,9950.778571428571,9386.797333333332,1345693.100000001,15119
2024-06-03,11586.02,108,80,10491.875714285712,9482.624333333333,1357279.120000001,15227
2024-06-04,9404.57,98,71,10137.544285714286,9387.273,1366683.690000001,15325
2024-06-05,15115.93,160,132,10665.032857142856,9628.027666666667,1381799.620000001,15485
2024-06-06,12088.93,134,115,10769.881428571429,9735.880666666666,1393888.550000001,15619
2024-06-07,8461.1,107,89,10321.454285714284,9673.067000000001,1402349.650000001,15726
2024-06-08,9962.03,129,104,10776.59,9703.598666666665,1412311.680000001,15855
2024-06-09,6409.14,81,57,10432.531428571428,9691.567666666668,1418720.820000001,15936
2024-06-10,12921.02,167,149,10623.245714285715,9863.584666666668,1431641.840000001,16103
2024-06-11,13774.49,136,117,11247.52,10146.030999999999,1445416.330000001,16239
2024-06-12,9456.39,113,86,10439.014285714287,10084.280666666667,1454872.720000001,16352
2024-06-13,13417.77,186,167,10628.848571428573,10255.758666666667,1468290.490000001,16538
2024-06-14,12243.05,113,93,11169.127142857144,10206.009666666667,1480533.540000001,16651
2024-06-15,10580.19,100,82,11257.435714285713,10270.938333333332,1491113.730000001,16751
2024-06-16,12981.45,121,103,12196.337142857143,10381.083666666667,1504095.1800000009,16872
2024-06-17,10905.61,99,85,11908.421428571428,10424.41,1515000.790000001,16971
2024-06-18,9824.32,128,106,11344.111428571428,10580.589333333333,1524825.110000001,17099
2024-06-19,9562.79,111,81,11359.31142857143,10533.405,1534387.900000001,17210
2024-06-20,9762.21,97,74,10837.08857142857,10412.646,1544150.110000001,17307
2024-06-21,11424.73,117,104,10720.185714285715,10559.988666666668,1555574.840000001,17424
2024-06-22,9782.32,128,95,10606.204285714284,10520.097666666668,1565357.160000001,17552
2024-06-23,9678.02,94,73,10134.285714285714,10470.137666666667,1575035.180000001,17646
2024-06-24,13526.68,171,134,10508.724285714286,10595.774666666666,1588561.860000001,17817
2024-06-25,11773.12,149,117,10787.124285714284,10809.910999999998,1600334.9800000011,17966
2024-06-26,14979.97,164,135,11561.007142857143,11049.298666666667,1615314.9500000011,18130
2024-06-27,11237.68,120,107,11771.78857142857,11027.725,1626552.630000001,18250
2024-06-28,17842.05,191,143,12688.548571428571,11241.676333333333,1644394.680000001,18441
2024-06-29,10671.93,145,105,12815.635714285714,11218.907666666666,1655066.610000001,18586
2024-06-30,7447.53,71,53,12496.994285714287,11080.489000000001,1662514.140000001,18657
2024-07-01,9615.13,119,104,11938.201428571429,11175.124000000002,1672129.270000001,18776
2024-07-02,13070.35,174,144,12123.52,11316.884,1685199.620000001,18950
2024-07-03,11555.11,109,83,11634.254285714285,11315.853666666666,1696754.7300000011,19059
2024-07-04,13655.33,126,109,11979.632857142858,11457.545666666667,1710410.0600000012,19185
2024-07-05,13163.44,126,110,11311.26,11392.462666666666,1723573.5000000012,19311
2024-07-06,9399.86,92,80,11129.535714285714,11302.827,1732973.3600000013,19403
2024-07-07,7734.86,80,71,11170.582857142857,11278.619,1740708.2200000014,19483
2024-07-08,8902.82,97,73,11068.824285714287,11243.312,1749611.0400000014,19580
2024-07-09,11290.79,154,131,10814.60142857143,11406.033666666666,1760901.8300000015,19734
2024-07-10,14194.78,164,130,11191.697142857143,11448.492333333332,1775096.6100000015,19898
2024-07-11,12819.22,151,131,11072.252857142857,11416.65,1787915.8300000015,20049
2024-07-12,9645.02,120,101,10569.621428571429,11422.937666666667,1797560.8500000015,20169
2024-07-13,10204.01,103,88,10684.5,11315.812333333333,1807764.8600000015,20272
2024-07-14,10707.98,119,99,11109.231428571427,11264.643333333335,1818472.8400000015,20391
2024-07-15,10552.97,144,106,11344.967142857144,11263.736,1829025.8100000015,20535
2024-07-16,12872.73,163,132,11570.95857142857,11260.112,1841898.5400000014,20698
2024-07-17,12699.56,130,117,11357.355714285713,11319.910333333333,1854598.1000000015,20828
2024-07-18,10093.81,138,122,10968.011428571426,11328.893333333335,1864691.9100000015,20966
2024-07-19,13432.2,129,91,11509.037142857143,11457.873666666665,1878124.1100000015,21095
2024-07-20,11315.39,126,92,11667.805714285714,11509.646333333334,1889439.5000000014,21221
2024-07-21,12500.83,140,102,11923.927142857143,11545.516333333333,1901940.3300000015,21361
2024-07-22,15072.78,161,136,12569.614285714286,11721.865,1917013.1100000015,21522
2024-07-23,9759.7,95,82,12124.895714285714,11724.587666666666,1926772.8100000015,21617
2024-07-24,10763.35,128,95,11848.294285714288,11632.476666666667,1937536.1600000015,21745
2024-07-25,13995.46,144,115,12405.672857142856,11706.554666666667,1951531.6200000015,21889
2024-07-26,14028.36,151,131,12490.83857142857,11674.834333333332,1965559.9800000016,22040
2024-07-27,11466.61,142,120,12512.441428571428,11682.465333333334,1977026.5900000017,22182
2024-07-28,18844.79,179,145,13418.721428571427,11715.890000000001,1995871.3800000018,22361
2024-07-29,14259.82,140,115,13302.584285714285,11835.486333333334,2010131.2000000018,22501
2024-07-30,15536.98,161,129,14127.91,12105.134666666667,2025668.1800000018,22662
2024-07-31,15172.21,146,111,14757.747142857143,12290.370666666666,2040840.3900000018,22808
2024-08-01,14540.92,139,113,14835.67,12339.389666666666,2055381.3100000017,22947
2024-08-02,12448.5,127,106,14609.975714285714,12369.169333333333,2067829.8100000017,23074
2024-08-03,12245.83,118,103,14721.292857142858,12322.186,2080075.6400000018,23192
2024-08-04,8909.65,91,75,13301.987142857144,12180.393,2088985.2900000017,23283
2024-08-05,12722.38,131,112,13082.352857142858,12291.143666666667,2101707.670000002,23414
2024-08-06,12208.86,129,94,12606.907142857144,12440.277,2113916.5300000017,23543
2024-08-07,13489.8,135,107,12366.562857142857,12593.176333333335,2127406.3300000015,23678
2024-08-08,18434.68,241,169,12922.814285714285,12831.306,2145841.0100000016,23919
2024-08-09,9266.94,88,66,12468.305714285714,12667.044666666667,2155107.9500000016,24007
2024-08-10,12316.92,117,99,12478.461428571429,12650.301333333333,2167424.8700000015,24124
2024-08-11,7291.11,102,92,12247.24142857143,12571.837666666666,2174715.9800000014,24226
2024-08-12,12432.48,121,87,12205.827142857142,12646.12,2187148.4600000014,24347
2024-08-13,15897.79,212,165,12732.817142857142,12819.113666666666,2203046.2500000014,24559
2024-08-14,13674.58,164,141,12759.214285714288,12923.167333333335,2216720.8300000015,24723
2024-08-15,11192.88,112,83,11724.671428571428,12867.172333333334,2227913.7100000014,24835
2024-08-16,12020.71,157,127,12118.067142857142,12844.544,2239934.4200000013,24992
2024-08-17,12519.63,122,103,12147.025714285714,12925.404666666667,2252454.050000001,25114
2024-08-18,9447.53,91,75,12455.085714285715,12792.582333333334,2261901.580000001,25205
2024-08-19,14160.04,157,116,12701.880000000001,12887.404,2276061.620000001,25362
2024-08-20,13813.26,197,152,12404.089999999998,12931.151666666667,2289874.880000001,25559
2024-08-21,12308.31,151,129,12208.90857142857,12839.002666666667,2302183.190000001,25710
2024-08-22,18487.0,195,158,13250.925714285715,13129.912666666667,2320670.190000001,25905
2024-08-23,15193.1,139,97,13704.124285714284,13277.570999999998,2335863.290000001,26044
2024-08-24,6770.96,71,61,12882.885714285716,13036.754333333334,2342634.250000001,26115
2024-08-25,11663.92,145,103,13199.51285714286,12957.939666666667,2354298.170000001,26260
2024-08-26,12424.88,130,110,12951.632857142857,12989.882,2366723.0500000007,26390
2024-08-27,15782.88,172,127,13233.007142857143,12887.818333333333,2382505.9300000006,26562
2024-08-28,12190.34,120,107,13216.154285714283,12818.835666666668,2394696.2700000005,26682
2024-08-29,13707.45,185,143,12533.361428571428,12757.851333333334,2408403.7200000007,26867
2024-08-30,15096.46,150,115,12519.555714285714,12755.326333333333,2423500.1800000006,27017
2024-08-31,13315.37,145,106,13454.471428571427,12714.474666666667,2436815.5500000007,27162
2024-09-01,8794.91,81,62,13044.612857142856,12592.688333333334,2445610.460000001,27243
2024-09-02,13324.12,159,139,13173.075714285715,12628.631333333333,2458934.580000001,27402
2024-09-03,13039.21,137,123,12781.122857142856,12766.283333333333,2471973.790000001,27539
2024-09-04,12670.43,118,91,12849.707142857145,12764.551666666668,2484644.220000001,27657
2024-09-05,18015.03,243,192,13465.075714285715,12958.090666666665,2502659.250000001,27900
2024-09-06,15044.87,140,118,13457.705714285714,13009.926333333333,2517704.120000001,28040
2024-09-07,8802.43,90,79,12813.0,12688.851333333332,2526506.550000001,28130
2024-09-08,13617.73,187,153,13501.974285714286,12833.877666666667,2540124.280000001,28317
2024-09-09,18888.83,230,179,14296.932857142858,13052.941333333332,2559013.1100000013,28547
2024-09-10,16512.75,168,131,14793.152857142859,13360.329333333333,2575525.8600000013,28715
2024-09-11,10919.53,150,126,14543.024285714288,13309.897666666666,2586445.390000001,28865
2024-09-12,13217.23,142,99,13857.624285714288,13220.545666666667,2599662.620000001,29007
2024-09-13,17089.73,204,168,14149.747142857143,13334.383999999998,2616752.350000001,29211
2024-09-14,10165.2,107,83,14344.42857142857,13300.127999999999,2626917.550000001,29318
2024-09-15,12717.61,177,152,14215.839999999998,13323.358,2639635.160000001,29495
2024-09-16,16064.1,153,110,13812.307142857142,13441.507000000001,2655699.260000001,29648
2024-09-17,12338.93,113,92,13216.047142857142,13537.886999999999,2668038.1900000013,29761
2024-09-18,14265.06,131,104,13693.979999999998,13541.387666666667,2682303.2500000014,29892
2024-09-19,7282.63,73,60,12846.179999999998,13323.7,2689585.8800000013,29965
2024-09-20,12176.74,162,116,12144.324285714287,13319.314333333334,2701762.6200000015,30127
2024-09-21,11291.27,113,92,12305.191428571428,13079.456666666667,2713053.8900000015,30240
2024-09-22,9117.89,128,104,11790.945714285714,12876.949666666666,2722171.7800000017,30368
2024-09-23,18069.98,255,207,12077.5,13253.583666666667,2740241.7600000016,30623
2024-09-24,11347.57,137,112,11935.877142857144,13243.038666666667,2751589.3300000015,30760
2024-09-25,13540.56,151,126,11832.37714285714,13280.228000000001,2765129.8900000015,30911
2024-09-26,14810.62,147,127,12907.804285714286,13247.819333333335,2779940.5100000016,31058
2024-09-27,17707.68,182,137,13697.93857142857,13431.730666666666,2797648.190000002,31240
2024-09-28,8791.42,100,87,13340.81714285714,13267.863,2806439.6100000017,31340
2024-09-29,14522.28,179,143,14112.872857142855,13248.723666666667,2820961.8900000015,31519
2024-09-30,14598.39,133,95,13616.931428571426,13291.491,2835560.2800000017,31652
2024-10-01,12428.67,143,102,13771.374285714288,13412.616333333333,2847988.9500000016,31795
2024-10-02,15616.28,177,136,14067.905714285716,13489.021666666666,2863605.2300000014,31972
2024-10-03,15048.81,197,169,14101.932857142858,13556.008333333333,2878654.0400000014,32169
2024-10-04,13301.18,131,110,13472.432857142858,13577.033333333331,2891955.2200000016,32300
2024-10-05,12185.55,125,107,13957.308571428572,13382.717333333334,2904140.7700000014,32425
2024-10-06,11194.19,142,114,13481.867142857143,13254.361333333334,2915334.9600000014,32567
2024-10-07,14901.07,203,160,13525.107142857143,13457.649333333333,2930236.030000001,32770
2024-10-08,16117.02,166,121,14052.014285714284,13540.958999999999,2946353.050000001,32936
2024-10-09,18158.14,189,145,14415.137142857142,13516.602666666668,2964511.1900000013,33125
2024-10-10,11953.83,148,116,13972.997142857143,13364.638666666668,2976465.0200000014,33273
2024-10-11,19377.38,179,128,14841.025714285715,13646.567000000001,2995842.4000000013,33452
2024-10-12,7797.37,103,77,14214.142857142857,13465.905,3003639.7700000014,33555
2024-10-13,11764.85,135,111,14295.665714285715,13288.409000000001,3015404.6200000015,33690
2024-10-14,15999.45,148,125,14452.577142857142,13482.884,3031404.0700000017,33838
2024-10-15,15329.28,177,159,14340.042857142858,13569.939666666667,3046733.3500000015,34015
2024-10-16,13346.67,140,124,13652.690000000002,13479.358666666667,3060080.0200000014,34155
2024-10-17,14263.83,166,138,13982.69,13543.521999999999,3074343.8500000015,34321
2024-10-18,13641.75,168,132,13163.314285714285,13522.744999999999,3087985.6000000015,34489
2024-10-19,10833.98,99,82,13597.115714285716,13641.123333333333,3098819.5800000015,34588
2024-10-20,14003.52,162,139,13916.925714285713,13702.016,3112823.1000000015,34750
2024-10-21,15523.22,147,106,13848.892857142857,13843.081,3128346.3200000017,34897
2024-10-22,13216.35,167,131,13547.045714285716,13979.696333333333,3141562.670000002,35064
2024-10-23,16722.43,213,185,14029.297142857142,13934.777999999998,3158285.100000002,35277
2024-10-24,15421.52,216,168,14194.68142857143,14070.576333333333,3173706.620000002,35493
2024-10-25,16535.49,172,140,14608.072857142859,14170.407333333333,3190242.110000002,35665
2024-10-26,13533.7,160,131,14993.747142857143,14127.843333333332,3203775.8100000024,35825
2024-10-27,10325.66,99,73,14468.338571428572,13881.776000000002,3214101.4700000025,35924
2024-10-28,13517.57,152,117,14181.817142857142,14039.314333333336,3227619.0400000024,36076
2024-10-29,16394.15,151,116,14635.788571428571,14101.71,3244013.1900000023,36227
2024-10-30,16092.65,208,147,14545.819999999998,14151.518666666669,3260105.840000002,36435
2024-10-31,14703.2,140,99,14443.202857142858,14227.336333333335,3274809.0400000024,36575
2024-11-01,15006.27,148,128,14224.742857142857,14207.002666666667,3289815.3100000024,36723
2024-11-02,14957.59,148,112,14428.155714285716,14203.962000000001,3304772.9000000022,36871
2024-11-03,10843.47,104,84,14502.128571428571,14122.038333333334,3315616.3700000024,36975
2024-11-04,15946.37,159,121,14849.1,14247.399,3331562.7400000026,37134
2024-11-05,14295.39,150,133,14549.277142857143,14350.772333333332,3345858.1300000027,37284
2024-11-06,14258.41,189,142,14287.242857142859,14329.350333333334,3360116.540000003,37473
2024-11-07,17151.35,241,189,14636.97857142857,14363.828000000001,3377267.890000003,37714
2024-11-08,16546.33,155,136,14856.987142857144,14310.101,3393814.220000003,37869
2024-11-09,13916.16,147,128,14708.211428571429,14375.511999999999,3407730.380000003,38016
2024-11-10,14994.18,147,108,15301.17,14229.405333333332,3422724.5600000033,38163
2024-11-11,14763.67,165,142,15132.212857142857,14461.615333333331,3437488.2300000032,38328
2024-11-12,16212.75,217,172,15406.121428571427,14609.878666666666,3453700.9800000032,38545
2024-11-13,14024.54,187,149,15372.711428571429,14544.048333333334,3467725.5200000033,38732
2024-11-14,15414.63,158,115,15124.608571428573,14546.893333333335,3483140.150000003,38890
2024-11-15,14409.17,165,118,14819.300000000001,14582.31,3497549.320000003,39055
2024-11-16,12302.58,158,134,14588.78857142857,14516.935000000001,3509851.900000003,39213
2024-11-17,13391.92,149,119,14359.894285714287,14508.607333333335,3523243.820000003,39362
2024-11-18,12875.58,177,139,14090.167142857144,14576.660666666667,3536119.400000003,39539
2024-11-19,19271.7,207,175,14527.160000000002,14752.266666666668,3555391.1000000034,39746
2024-11-20,12447.71,154,131,14301.89857142857,14649.749666666667,3567838.8100000033,39900
2024-11-21,11981.93,118,86,13811.51285714286,14608.602333333334,3579820.7400000035,40018
2024-11-22,17192.91,209,172,14209.189999999999,14624.285000000002,3597013.6500000036,40227
2024-11-23,13778.37,156,113,14420.017142857145,14569.513333333334,3610792.0200000037,40383
2024-11-24,13401.15,190,162,14421.335714285713,14465.035333333333,3624193.1700000037,40573
2024-11-25,16001.56,220,183,14867.904285714283,14547.297333333332,3640194.7300000037,40793
2024-11-26,14583.11,170,152,14198.105714285713,14689.212333333333,3654777.8400000036,40963
2024-11-27,12626.69,142,101,14223.674285714285,14659.516333333335,3667404.5300000035,41105
2024-11-28,14757.78,157,112,14620.224285714285,14604.970666666666,3682162.3100000033,41262
2024-11-29,13091.37,160,121,14034.290000000003,14504.927999999998,3695253.6800000034,41422
2024-11-30,14116.27,144,108,14082.561428571427,14485.363666666666,3709369.9500000034,41566
2024-12-01,11637.14,111,83,13830.560000000001,14373.059333333335,3721007.0900000036,41677
